category,Average Unacked,Minimum Unacked,Maximum Unacked,Median Unacked
1 Sep 2022,101,23.7273,335.8636,75.4545
2 Sep 2022,229.5313,38,487.25,220.0938
3 Sep 2022,134.625,27.625,266.4375,138.6875
4 Sep 2022,60,5.5,105.5,5.5
5 Sep 2022,55.8,28.3,82.1,56.7
6 Sep 2022,153.4783,18.6522,397.7826,126.3478
7 Sep 2022,244.1944,36.7778,576.8611,231.4444
8 Sep 2022,271.8511,30.4043,720.6383,250.617
9 Sep 2022,227.3623,45.5072,655.7971,188.913
10 Sep 2022,332.1667,53,1205.8333,211.3333
11 Sep 2022,0,0,0,0
12 Sep 2022,247.4737,31.8421,927.6316,208.2105
13 Sep 2022,217.6842,37.6316,705.0526,194
14 Sep 2022,186.381,39.1429,374.9048,199.7143
15 Sep 2022,101.7273,30.5455,205.7727,94.8182
16 Sep 2022,273.56,54.56,892.72,224.6
17 Sep 2022,180.4286,55.7619,443.5714,159.0952
18 Sep 2022,167.7917,57.625,315.75,178.9167
19 Sep 2022,272.0625,36.4375,943.375,206.9063
20 Sep 2022,197.4375,29.9688,594.2813,182.7813
21 Sep 2022,80.1552,11.6207,243.2931,64.6379
22 Sep 2022,93.3333,27.8889,274.1852,79.1111
23 Sep 2022,105.5873,11.7143,331.7143,87.619
24 Sep 2022,217.1111,15.8889,776.9259,151.3704
25 Sep 2022,20.0357,5.1429,56.8571,10.6786
26 Sep 2022,0,0,0,0
27 Sep 2022,0,0,0,0
28 Sep 2022,0,0,0,0
29 Sep 2022,0,0,0,0
30 Sep 2022,0,0,0,0
