category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Sep 2022,20.6070029088,1.4460130912,1.091399636,0.3359461816
2 Sep 2022,22.261923750399998,2.2343982504,0.49343617359999997,0.33078295679999997
3 Sep 2022,15.660792,1.8828225,0.9798636,0.5381012
4 Sep 2022,23.932636,0.371956,1.280156,0.714884
5 Sep 2022,12.0630072,1.9850303999999999,1.4930792,0.866584
6 Sep 2022,27.079150608800003,1.1188973912,1.1308773911999999,0.6357685216
7 Sep 2022,30.067539111200002,2.3493653336,0.7390041143999999,0.30041097120000004
8 Sep 2022,35.7633354896,1.672923064,0.4650918,0.2991888
9 Sep 2022,35.311270724799996,3.5134758264,0.7543479479999999,0.3882175584
10 Sep 2022,62.307876,4.2280786664,0.63728,0.5529613336
11 Sep 2022,0,0,0,0
12 Sep 2022,44.8680854736,3.1480122104,0.412472,0.3690205
13 Sep 2022,33.2614589472,2.067566316,0.3667336472,0.2927124704
14 Sep 2022,25.4777131432,6.1013645712,1.0096897144,0.7056405712
15 Sep 2022,26.9026825456,6.4940374544,1.2312458944000002,0.9775957896
16 Sep 2022,48.62756064,6.54524672,0.7563423336,0.6356486664
17 Sep 2022,39.450856380800005,9.2922803808,1.0797859047999998,0.8646620952
18 Sep 2022,38.926147,14.832542,1.3185393336,1.0165413336
19 Sep 2022,48.4676112504,2.5419827504,0.5775922504000001,0.3665965
20 Sep 2022,33.0923822504,1.8511705,0.8654010664,0.6834658664000001
21 Sep 2022,18.5631649656,1.1034971032,1.1447167456,0.7433709832000001
22 Sep 2022,16.3423653336,2.6348157039999998,0.896468,0.5189524
23 Sep 2022,19.2006599368,1.0801180952,0.8169355936,0.6172272543999999
24 Sep 2022,44.9022805928,1.1457152592,0.956264552,0.4736132416
25 Sep 2022,9.870140856799999,0.8155525712,1.0569205336,0.7014008
26 Sep 2022,0,0,0,0
27 Sep 2022,0,0,0,0
28 Sep 2022,0,0,0,0
29 Sep 2022,0,0,0,0
30 Sep 2022,0,0,0,0
