category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Sep 2022,206337.7273,117330.5455,312025.4091,231632.7727
2 Sep 2022,236366.3125,109380.5625,532258.75,338681.875
3 Sep 2022,111094.6875,52187.375,198140.375,121728.25
4 Sep 2022,35055.5,22429,52099.5,26019
5 Sep 2022,48042.2,29550.5,70251.7,43221.7
6 Sep 2022,125532.087,68161.6957,244253.3913,115335.1522
7 Sep 2022,154621.3611,88441.9722,357869.7778,147860.5556
8 Sep 2022,223369.3617,110578.234,424402.7447,230639.7872
9 Sep 2022,135759.6812,80400.5797,244139.3188,138927.8261
10 Sep 2022,90599.6667,88394.8333,99229.1667,90138
11 Sep 2022,0,0,0,0
12 Sep 2022,158945.8947,119900.0526,231214.5789,155177.3684
13 Sep 2022,240172.1053,142538.8947,386169.6316,251869.7368
14 Sep 2022,146309.381,92382.7143,270422.3333,142992.0476
15 Sep 2022,209229.8182,80333.0455,443788.0909,303196
16 Sep 2022,115295.96,84462.52,195955.48,128009.32
17 Sep 2022,85592.5238,42948.5238,170287.7143,91644.1429
18 Sep 2022,90967.7083,34361.3333,215865.2083,97603.0417
19 Sep 2022,116549.0625,84449.0938,182531,106481.5938
20 Sep 2022,118795.3438,76111,269675.5938,98867.25
21 Sep 2022,109999.6207,61699.5345,198750.3621,112075.3621
22 Sep 2022,153591.6667,96029,260287.5556,156237.2963
23 Sep 2022,127616.2063,66033.4762,225938.3016,108218.254
24 Sep 2022,73745.7407,68397.7037,87376.3333,72845.963
25 Sep 2022,42570.6429,30761.6786,64628.7857,41708
26 Sep 2022,0,0,0,0
27 Sep 2022,0,0,0,0
28 Sep 2022,0,0,0,0
29 Sep 2022,0,0,0,0
30 Sep 2022,0,0,0,0
