category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Sep 2022,2847.2727,157.6364,5476.3636,3012.9091
2 Sep 2022,4298.625,99.4688,8948.3125,4478.6563
3 Sep 2022,2458.1875,102.625,4814.625,2601.25
4 Sep 2022,456.5,298,671,671
5 Sep 2022,316.4,152.6,499.8,356.9
6 Sep 2022,3941.2826,104.1739,8197.4565,4175
7 Sep 2022,5420.75,107.9722,11110.8333,5734.9167
8 Sep 2022,6674.2553,75.2766,13678,6895.7021
9 Sep 2022,6153.1014,186.7101,12226.2754,6455.6522
10 Sep 2022,11534.1667,147.5,21786.6667,11941
11 Sep 2022,0,0,0,0
12 Sep 2022,8048.7895,121.7368,16224.9474,8277.7895
13 Sep 2022,5972.4737,81.3684,12041.8421,6315.4211
14 Sep 2022,5984.8571,127.0476,12165.1905,6300.4762
15 Sep 2022,4601.8182,171.0455,10421.4545,4373.8182
16 Sep 2022,9859.48,230.92,19598.04,10419.88
17 Sep 2022,8278.8571,304,16693.6667,8596.3333
18 Sep 2022,10087.5,436.7083,21576.125,9860.125
19 Sep 2022,8753.9688,100,17825.625,9351.7813
20 Sep 2022,5337.0313,126.0313,10667.4063,5694.5313
21 Sep 2022,2162.4483,138.8793,4299.5345,2305.3621
22 Sep 2022,2412.1852,119,4310.1852,2664.0741
23 Sep 2022,3073.3651,75.0476,6078.873,3315.2222
24 Sep 2022,7779.8148,82.1111,14951.7037,8275
25 Sep 2022,515.3214,162.3929,912.3929,574.6429
26 Sep 2022,0,0,0,0
27 Sep 2022,0,0,0,0
28 Sep 2022,0,0,0,0
29 Sep 2022,0,0,0,0
30 Sep 2022,0,0,0,0
