category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Sep 2022,3498210.8182,430545.4545,7342545.4545,4383454.5455
2 Sep 2022,3133308.75,355375,6874250,3184375
3 Sep 2022,3516073.5625,611250,7239250,3940250
4 Sep 2022,4526666.5,244000,9658000,9658000
5 Sep 2022,1527884.4,235600,3730000,1865400
6 Sep 2022,4003880.3913,469130.4348,8483217.3913,4261130.4348
7 Sep 2022,4314684.0833,550000,9122333.3333,4459611.1111
8 Sep 2022,3980418.9574,434978.7234,8482553.1915,4031617.0213
9 Sep 2022,4289489.913,575246.3768,8690840.5797,4661826.087
10 Sep 2022,4936013.8333,301333.3333,9946000,5457000
11 Sep 2022,0,0,0,0
12 Sep 2022,3640263.5789,376842.1053,7541052.6316,3685578.9474
13 Sep 2022,3297075.7368,445684.2105,6866526.3158,3449684.2105
14 Sep 2022,2860555.8095,330857.1429,5679428.5714,3057142.8571
15 Sep 2022,3548112.3636,269272.7273,8003272.7273,3553000
16 Sep 2022,4638389.08,362240,9563520,4778160
17 Sep 2022,4215135.5714,254666.6667,9476190.4762,4127714.2857
18 Sep 2022,4321165.9167,310666.6667,9597666.6667,4144666.6667
19 Sep 2022,4551914.5625,466250,9386375,4724500
20 Sep 2022,4062593.9688,326125,8814500,4272937.5
21 Sep 2022,4097285.931,468482.7586,8732482.7586,4651655.1724
22 Sep 2022,3210974.0741,584296.2963,6245185.1852,3545185.1852
23 Sep 2022,4162435.5238,427111.1111,8912253.9683,4324190.4762
24 Sep 2022,4704410.2963,377333.3333,9642962.963,4849703.7037
25 Sep 2022,4099763.4286,607285.7143,8736857.1429,4423571.4286
26 Sep 2022,0,0,0,0
27 Sep 2022,0,0,0,0
28 Sep 2022,0,0,0,0
29 Sep 2022,0,0,0,0
30 Sep 2022,0,0,0,0
