category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,30294,4923.6296,55906.7407,30868.9259
5 Jul 2022,30077.5405,5037.2703,55822.2973,30564.9189
6 Jul 2022,31319.0333,5192.3,57357.3667,31994.4167
7 Jul 2022,30483.2958,5118.3521,56021.2394,30868.5775
8 Jul 2022,30598.6615,5279.4308,56237.4769,31055.1692
9 Jul 2022,30063.0769,4960.8462,54842.2308,30899.4615
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,29568.8636,4666.5455,54531.2727,30236.5909
14 Jul 2022,29372.7813,4668.3125,54163.5313,29893.8021
15 Jul 2022,29582.0741,4774.963,54553.6296,30268.963
16 Jul 2022,29523.2941,4791.8039,54365.1373,30187.9216
17 Jul 2022,28758.8182,4755,52803.6364,29280.8182
18 Jul 2022,30153.026,4793.4675,55556.1429,30671.3896
19 Jul 2022,30202.6923,4834.1795,55609.7308,30665.8974
20 Jul 2022,30277.2813,4859.6406,55827.625,30858.25
21 Jul 2022,31743.9655,5647.5517,57868.3966,32503.8966
22 Jul 2022,30439.8286,5000.0286,55529.2,31218.4
23 Jul 2022,29318,4755,53869,30473
24 Jul 2022,34165.9545,6640.7727,62211.1818,35374.0909
25 Jul 2022,30903.5698,5399.2558,57103.907,31400.2674
26 Jul 2022,35382.2222,6433.5556,64390.5889,35926.6889
27 Jul 2022,32798.3375,5783.325,59855.5125,33216.2875
28 Jul 2022,33206.4868,6108.0526,60992.9868,33859.3421
29 Jul 2022,31050.9318,5365.4318,56742.4545,31878.0227
30 Jul 2022,39775.3529,7397,68808.8824,41068.3529
31 Jul 2022,35364.0526,6107.6842,65986.8421,36060.8421
