category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,48.6667,5.1481,92.3333,49.7407
5 Jul 2022,47.6486,5.2432,90.0541,48.7027
6 Jul 2022,49.5333,5.4,93.3667,50.6
7 Jul 2022,48.7465,5.3521,92.169,49.4648
8 Jul 2022,48.5692,5.4308,91.5846,49.5538
9 Jul 2022,48.3462,5.1538,90.6538,49.8077
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,47.8409,4.9545,90.6364,49.0455
14 Jul 2022,47.3125,4.9375,89.6563,48.1667
15 Jul 2022,47.963,5.037,90.7037,49.2593
16 Jul 2022,47.6275,5.0392,89.9804,48.8431
17 Jul 2022,48.0909,5,90,49.0909
18 Jul 2022,49.2468,5.1039,92.8312,50.2208
19 Jul 2022,49.0513,5.1538,92.4872,50.0256
20 Jul 2022,48.6719,5.1406,91.9531,49.7031
21 Jul 2022,48.9483,5.8103,91.4483,50.1724
22 Jul 2022,48.2,5.2571,90.5143,49.4857
23 Jul 2022,49,5,91,51
24 Jul 2022,51.1818,6.5,95.5909,53
25 Jul 2022,48.3023,5.5116,91.1977,49.2558
26 Jul 2022,51.9667,6.3667,96.7667,53.2111
27 Jul 2022,50.5625,5.8125,94.9,51.525
28 Jul 2022,50.5,6.1711,94.8684,51.8026
29 Jul 2022,49,5.5,91.4318,50.5682
30 Jul 2022,55.5882,7.2353,99.1176,57.2941
31 Jul 2022,52.3158,6.1053,97.1579,53.8947
