category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,6056134.2222,162468.6296,12637424.4815,6300475.9259
5 Jul 2022,6204618.4865,124248.1351,13117388.4324,6319214.0811
6 Jul 2022,10069561.1356,94590.4915,21945139.8136,10439224.3729
7 Jul 2022,7816253.831,138035,16700332.4085,8066716
8 Jul 2022,5663809.4603,110669.7937,12537134.0952,5854265.7619
9 Jul 2022,8183183.6667,69189.0741,17172848.7407,8474918.1852
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,13309297.5349,171573.814,28384228.6744,13813995.6977
14 Jul 2022,11247238.7396,222400.8125,24508509.9063,11506442.8542
15 Jul 2022,11565736.7037,50831.8889,25594473.8889,11889894
16 Jul 2022,12449596.5882,121898.0588,26821062.0588,12736095.3529
17 Jul 2022,7491872.8182,298403.7273,16610251.9091,7109357.1818
18 Jul 2022,10495523.8701,157832.9481,22802574.1948,10800417.7792
19 Jul 2022,9473076.2338,109990.5584,21096182.0649,9554308.6364
20 Jul 2022,9836308.4375,74691.1875,21786689.4063,9896059.8438
21 Jul 2022,9569194.9074,67285.6667,20832406.2222,9994695.3148
22 Jul 2022,8254715.9143,109649.9714,18132238.7143,8405185.4571
23 Jul 2022,811357,293997,1528971,748917
24 Jul 2022,2013128.4762,138903.5714,4758459.2857,1897359.2857
25 Jul 2022,4372258.9506,135908.0123,9727210.3333,4589703.0864
26 Jul 2022,3772333.5974,116719.8052,8258592.1169,3911811.7403
27 Jul 2022,6402907.7143,87758.7143,13700991.5584,6724511.8571
28 Jul 2022,4465229.1733,144065.64,9281897.6667,4766667.5867
29 Jul 2022,2736975.8,161537,5984515.35,2871649.875
30 Jul 2022,670969.5,144550,1170839,766261.25
31 Jul 2022,545430.6875,108390.75,1063722.75,577108.875
