category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,393921.3704,368592.5926,468000,389333.3333
5 Jul 2022,303488.6757,266594.5946,394054.0541,299513.5135
6 Jul 2022,346046.8833,294200,500666.6667,315933.3333
7 Jul 2022,540912.7465,476901.4085,668281.6901,540112.6761
8 Jul 2022,387562.7385,277046.1538,605600,376153.8462
9 Jul 2022,299620.2692,272000,353076.9231,307076.9231
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,342891.1818,286272.7273,469727.2727,332045.4545
14 Jul 2022,282799.1667,263583.3333,330500,282083.3333
15 Jul 2022,355948.3704,297037.037,478962.963,349481.4815
16 Jul 2022,322430.7059,279294.1176,423137.2549,328588.2353
17 Jul 2022,362432.8182,228727.2727,638545.4545,329272.7273
18 Jul 2022,387564.7792,278701.2987,561194.8052,393844.1558
19 Jul 2022,361409.2436,284358.9744,564461.5385,339025.641
20 Jul 2022,463938.6406,326375,739250,486843.75
21 Jul 2022,357449.569,292206.8966,586413.7931,335689.6552
22 Jul 2022,328009.0286,272457.1429,402057.1429,304171.4286
23 Jul 2022,243442,224000,256000,248000
24 Jul 2022,441576.9545,308545.4545,755272.7273,530000
25 Jul 2022,310105.1628,257534.8837,399209.3023,315976.7442
26 Jul 2022,353254.0556,254088.8889,705555.5556,338355.5556
27 Jul 2022,294049.55,262200,426700,275475
28 Jul 2022,299862.1974,251473.6842,428105.2632,301973.6842
29 Jul 2022,382021.7045,247909.0909,687909.0909,362954.5455
30 Jul 2022,344194.5294,228705.8824,691058.8235,288235.2941
31 Jul 2022,286702.1579,222526.3158,530947.3684,252842.1053
