category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,391.1481,168.6296,773.6667,387.4815
5 Jul 2022,941.2703,282.2703,2088.2973,896.1892
6 Jul 2022,1129.6,437.3,1809.8,1184.4
7 Jul 2022,624.1972,363.3521,1022.493,593.7746
8 Jul 2022,1179.4462,524.4308,1993.5538,1153.7692
9 Jul 2022,734.0769,205.8462,859.6538,856.3462
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,37,6.1136,55.2273,48.3864
14 Jul 2022,80.4375,0,164.5625,122.5208
15 Jul 2022,267.4074,19.963,583.4074,361.6667
16 Jul 2022,93.4706,36.8039,176.3333,101.3529
17 Jul 2022,103.4545,0,151.2727,110.2727
18 Jul 2022,170.8831,38.4675,256.5455,169.4286
19 Jul 2022,331.3205,79.1795,641.6538,261.3333
20 Jul 2022,216.6094,104.6406,371.7813,238.8281
21 Jul 2022,2813.7241,892.5517,5007.1207,2914.8793
22 Jul 2022,878.8571,245.0286,1269.6,1037.9714
23 Jul 2022,80,0,86,86
24 Jul 2022,4719.6818,1885.7727,7654.2273,5131.6818
25 Jul 2022,2035.8605,644.2558,3925.814,2026.3605
26 Jul 2022,5936.0111,1678.5556,10577.3444,5780.4
27 Jul 2022,2880.2625,1028.325,4803.25,2701.9625
28 Jul 2022,3765.2632,1353.0526,6921.1447,3687.2763
29 Jul 2022,2178.25,610.4318,4194.7955,2158.6136
30 Jul 2022,10434.2353,2642,16608.9412,10982.1176
31 Jul 2022,6044.8947,1352.6842,12912.2105,5939.4737
