category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,1374627.5185,307793.4074,2878141.7037,1243946.1111
5 Jul 2022,1364420,163730.2703,2460279.7568,1385004.7568
6 Jul 2022,2220826.3051,324309.3559,4376384.4576,2302612.2203
7 Jul 2022,1752511.8732,387049.1972,3304484.0845,1732816.7465
8 Jul 2022,1295701.3175,147365.6508,2630136.873,1336050.0476
9 Jul 2022,1719002.0741,173527.5926,3027649.3704,1761769.8889
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,2813022.7209,574840.8372,5212009.6977,3132883.5581
14 Jul 2022,2394248.4167,564176.5104,4166331.5833,2526408.0625
15 Jul 2022,2534301.2222,236534.6667,4990506.3704,2589688.5926
16 Jul 2022,2580648.0784,477517,4543447.6471,2693927.6863
17 Jul 2022,1700208.8182,805082.0909,2834052.1818,1776065
18 Jul 2022,2251221.7273,461078.2727,4201160.3377,2378344.5195
19 Jul 2022,2044620.0909,305635.0909,3791182.4545,2236335.1558
20 Jul 2022,2166368.3125,247414.4844,4093346.1406,2250743.8594
21 Jul 2022,2098617.463,244052.8333,4050497.6111,2203247.2778
22 Jul 2022,1878256.2857,238870.6,3772179.2,1863883.8286
23 Jul 2022,395905,99164,1607593,119772
24 Jul 2022,554184.0476,61245.619,1200385.9524,498746.0476
25 Jul 2022,993263.2963,129009.7531,2112987.5185,1015636.642
26 Jul 2022,874632.9221,192209.0649,1715275.5325,868634.3896
27 Jul 2022,1434225.7143,217820.4935,2757014.5584,1430255.1818
28 Jul 2022,1042274.32,156523.9067,2229209.1333,990475.8533
29 Jul 2022,678651.75,138486.375,1519518.575,662233.05
30 Jul 2022,176106.5833,77152,673398,96012.6667
31 Jul 2022,329698.5,105025.8125,1256159.375,161975.875
