category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,1768559.8519,213925.9259,3333037.037,1832814.8148
5 Jul 2022,1670248.3243,144216.2162,3282810.8108,1671837.8378
6 Jul 2022,2197240.95,288800,4117933.3333,2254400
7 Jul 2022,2028552.6338,235211.2676,3827549.2958,2066704.2254
8 Jul 2022,1950448.9692,227630.7692,3686400,2009723.0769
9 Jul 2022,1798038.1154,154769.2308,3413538.4615,1849461.5385
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,1962804.7727,213818.1818,3733363.6364,2007454.5455
14 Jul 2022,1480250.0521,132625,2841583.3333,1513041.6667
15 Jul 2022,2223358.3704,184444.4444,4407703.7037,2238148.1481
16 Jul 2022,1900941.5294,176078.4314,3697647.0588,1935254.902
17 Jul 2022,1486590.9091,76363.6364,3437454.5455,1331818.1818
18 Jul 2022,2150144.6104,187428.5714,4134441.5584,2170935.0649
19 Jul 2022,2097263.9103,218564.1026,3968974.359,2135358.9744
20 Jul 2022,2365018.7031,247250,4471062.5,2423375
21 Jul 2022,2322081.931,377517.2414,4353517.2414,2352413.7931
22 Jul 2022,1802670.7714,173942.8571,3481828.5714,1857600
23 Jul 2022,974140,44000,1904000,1000000
24 Jul 2022,2009900.6364,312000,3804909.0909,2052545.4545
25 Jul 2022,1767626.4884,238697.6744,3343209.3023,1782651.1628
26 Jul 2022,2161752.7889,407777.7778,4063422.2222,2159444.4444
27 Jul 2022,1797353.425,248800,3428300,1791250
28 Jul 2022,1666679,265947.3684,3186315.7895,1685631.5789
29 Jul 2022,1618873.9773,156090.9091,3263636.3636,1611409.0909
30 Jul 2022,2467433,630352.9412,4393647.0588,2547647.0588
31 Jul 2022,1354781,150105.2632,2859368.4211,1290105.2632
