category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,15806.037,3363.1852,33385.4074,9793.2222
5 Jul 2022,5491.0811,1263.0811,19684.7568,3193.0541
6 Jul 2022,5031,751.8983,29869.0508,3942.7119
7 Jul 2022,8555.9014,1681.1127,44302.0141,6060.9577
8 Jul 2022,11888.3968,1966.9683,40190.7302,16506.0952
9 Jul 2022,11295.6667,4486.4444,24487.8519,9290.6667
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,4227.907,663.6279,26380.814,2660
14 Jul 2022,3974.7188,851.3125,18114.3229,3020.5208
15 Jul 2022,2434.0741,432.7037,13911.5556,2117.6296
16 Jul 2022,2588.6863,539.6667,20184.2157,1859.8824
17 Jul 2022,4186.4545,1204.9091,12845.2727,4123.6364
18 Jul 2022,4295.8182,863.4286,26448.987,3253.6104
19 Jul 2022,4435.6623,977.9481,27016.8701,3383.1948
20 Jul 2022,8117.125,1706.2969,49356.8281,5066.2344
21 Jul 2022,5323.1667,840.9259,39762.963,2788.6481
22 Jul 2022,6680.4286,1239.6857,27156.7429,9084.8
23 Jul 2022,4059,1830,5807,4671
24 Jul 2022,9011.0476,2321.381,37251.0476,5292.2857
25 Jul 2022,6266.716,1912.8519,20207.8765,5401.7778
26 Jul 2022,7252.6104,1765.3636,30264.1948,5407.987
27 Jul 2022,4164.3506,1238.2597,18591.0779,2884.7792
28 Jul 2022,3976.88,1828.8533,11910.08,3693.0667
29 Jul 2022,4847.475,1709,13426.325,3834.15
30 Jul 2022,5470.1667,2325,10357.9167,7978.1667
31 Jul 2022,4607.1875,2177.5,7836.1875,4606.0625
