category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,4314646.2963,377481.4815,9068740.7407,4768666.6667
5 Jul 2022,4412276.9189,336216.2162,9224648.6486,4717351.3514
6 Jul 2022,4614088.4746,405898.3051,9716474.5763,4833254.2373
7 Jul 2022,4452126.8732,433408.4507,9527549.2958,4649859.1549
8 Jul 2022,4243574.8571,331873.0159,9361460.3175,4557968.254
9 Jul 2022,4474175.6667,297925.9259,9349925.9259,4577333.3333
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,4790731.6977,351534.8837,9892744.186,4973627.907
14 Jul 2022,4621379.9063,306500,9865375,4696395.8333
15 Jul 2022,4679127.7037,309629.6296,9929777.7778,4792222.2222
16 Jul 2022,4796090.4902,312470.5882,9963294.1176,4877019.6078
17 Jul 2022,4331661.1818,256363.6364,9889090.9091,4035090.9091
18 Jul 2022,4694797.0909,337402.5974,9931116.8831,4768909.0909
19 Jul 2022,4660501.7273,356311.6883,9900935.0649,4746285.7143
20 Jul 2022,4540622.3594,391875,9699500,4636843.75
21 Jul 2022,4689596.2778,413925.9259,9635555.5556,4881481.4815
22 Jul 2022,4592665.0857,438400,9760914.2857,4985828.5714
23 Jul 2022,3890000,340000,9544000,3288000
24 Jul 2022,4328912.9048,592190.4762,8760952.381,4959904.7619
25 Jul 2022,4161218.642,293234.5679,9201234.5679,4422123.4568
26 Jul 2022,4616491.5584,482649.3506,9412831.1688,5031194.8052
27 Jul 2022,4700217.7662,453090.9091,9640623.3766,5208415.5844
28 Jul 2022,4422562.9733,404213.3333,9025813.3333,5100773.3333
29 Jul 2022,4415267.95,377300,9462400,5006900
30 Jul 2022,4813104.1667,440333.3333,9462333.3333,5676500
31 Jul 2022,3880211.8125,345000,8662750,4143000
