category,Average ATO,Minimum ATO,Maximum ATO,Median ATO
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,40000,40000,40000,40000
5 Jul 2022,40016.2162,40000,40108.1081,40000
6 Jul 2022,40163.339,40000,40745.7627,40271.1864
7 Jul 2022,40017.7887,40000,40169.0141,40000
8 Jul 2022,40000,40000,40000,40000
9 Jul 2022,40000,40000,40000,40000
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,40035.4419,40000,40186.0465,40186.0465
14 Jul 2022,40000,40000,40000,40000
15 Jul 2022,40000,40000,40000,40000
16 Jul 2022,40018.0196,40000,40313.7255,40000
17 Jul 2022,40000,40000,40000,40000
18 Jul 2022,40063.026,40000,40883.1169,40000
19 Jul 2022,40012.987,40000,40155.8442,40000
20 Jul 2022,40034.2969,40000,40625,40000
21 Jul 2022,40010.5741,40000,40074.0741,40037.037
22 Jul 2022,40000,40000,40000,40000
23 Jul 2022,40000,40000,40000,40000
24 Jul 2022,40000,40000,40000,40000
25 Jul 2022,40039.2099,40000,40296.2963,40000
26 Jul 2022,40024.8182,40000,40259.7403,40000
27 Jul 2022,40021.8701,40000,40207.7922,40000
28 Jul 2022,40099.6533,40000,40533.3333,40160
29 Jul 2022,40000,40000,40000,40000
30 Jul 2022,40000,40000,40000,40000
31 Jul 2022,40000,40000,40000,40000
