category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Jul 2022,0,0,0,0
2 Jul 2022,0,0,0,0
3 Jul 2022,0,0,0,0
4 Jul 2022,64076,64076,64076,64076
5 Jul 2022,64076,64076,64076,64076
6 Jul 2022,64076,64076,64076,64076
7 Jul 2022,64076,64076,64076,64076
8 Jul 2022,64076,64076,64076,64076
9 Jul 2022,64076,64076,64076,64076
10 Jul 2022,0,0,0,0
11 Jul 2022,0,0,0,0
12 Jul 2022,0,0,0,0
13 Jul 2022,64076,64076,64076,64076
14 Jul 2022,64076,64076,64076,64076
15 Jul 2022,64076,64076,64076,64076
16 Jul 2022,64076,64076,64076,64076
17 Jul 2022,64076,64076,64076,64076
18 Jul 2022,64076,64076,64076,64076
19 Jul 2022,64076,64076,64076,64076
20 Jul 2022,64076,64076,64076,64076
21 Jul 2022,64076,64076,64076,64076
22 Jul 2022,64076,64076,64076,64076
23 Jul 2022,64076,64076,64076,64076
24 Jul 2022,64076,64076,64076,64076
25 Jul 2022,64076,64076,64076,64076
26 Jul 2022,64076,64076,64076,64076
27 Jul 2022,64076,64076,64076,64076
28 Jul 2022,64076,64076,64076,64076
29 Jul 2022,64076,64076,64076,64076
30 Jul 2022,64076,64076,64076,64076
31 Jul 2022,64076,64076,64076,64076
