category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Oct 2021,14525411.1475,909732.0164,27621127.0328,15342695.7213
2 Oct 2021,0,0,0,0
3 Oct 2021,3322648,315912,7644807,3347820
4 Oct 2021,14302689.5,1185805,27738951.6667,15048651.6667
5 Oct 2021,13562073.9479,1043387.9931,26248027.9514,14270699.4792
6 Oct 2021,13868285.2273,1084022.8306,26493257.2025,14612359.4669
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,14277415.3333,1384319.3333,26181082,14726982
12 Oct 2021,9236070.9661,322031.0847,20434046.9492,9010830
13 Oct 2021,8217926.625,238635.375,17174462.875,8253050.375
14 Oct 2021,12871183.6716,907613.1045,24866588.1194,13588973.791
15 Oct 2021,15654837,678370,29371370,16748970
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,8682486.75,1099794.75,16066494.75,9069469.75
20 Oct 2021,14498815.9,1110102.5333,28175551.3333,15210676.3333
21 Oct 2021,0,0,0,0
22 Oct 2021,10662141.6667,1443135.1667,19738835.1667,11326235.1667
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,6641311,162589,14980469,6571929
26 Oct 2021,14136931.5556,1064082.9583,27126684.0139,14872868.5
27 Oct 2021,8909103.6341,715501.8415,17569845.5488,9378046.8415
28 Oct 2021,7912757.0698,775239.2326,15531369.186,8340099.1395
29 Oct 2021,4801689.8261,277830.6957,10205049.4348,4941603.913
30 Oct 2021,3737074.0435,253274.2609,8314025.5652,3867909.7391
31 Oct 2021,4203835.2727,204471.2727,10058134.9091,4044706.7727
