category,Average SegsIn,Minimum SegsIn,Maximum SegsIn,Median SegsIn
1 Oct 2021,1809.5574,201.3033,3176.9098,1848.7295
2 Oct 2021,0,0,0,0
3 Oct 2021,1000,6,2017,985
4 Oct 2021,3273.4375,302.375,5737.1875,3234.9375
5 Oct 2021,3221.6853,338.486,5658.1853,3301.3042
6 Oct 2021,2936.9752,385.4132,5143.7273,3008.5702
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,2806.3333,304.3333,5015,3009
12 Oct 2021,2758.3448,460.3621,4707.1034,2835.4655
13 Oct 2021,2288.8571,264.4286,3832,2415.5714
14 Oct 2021,3153.6269,541.0896,5502.209,3251.0299
15 Oct 2021,3544,1006,5968,3682
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,3052.75,488.75,5432,3108.75
20 Oct 2021,3373.0333,474.1,5868.1,3461.2
21 Oct 2021,0,0,0,0
22 Oct 2021,3038.6667,249.5,5567.3333,3134.8333
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,249,40.5,433.5,251
26 Oct 2021,3184.1644,403.7123,5392.4521,3305.1918
27 Oct 2021,1702.6,182.1875,3058.0875,1744.075
28 Oct 2021,1948.5122,330.878,3371.122,2012.9512
29 Oct 2021,463.25,49.1136,803.7727,480.9318
30 Oct 2021,615.5217,42,1146.3478,631.4783
31 Oct 2021,996.5714,82.0476,1724.9048,1017.8095
