category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Oct 2021,226396.5902,211967.2131,279803.2787,230081.9672
2 Oct 2021,0,0,0,0
3 Oct 2021,252308,232000,284000,256000
4 Oct 2021,221639.3125,211750,245750,225500
5 Oct 2021,214801.2587,209104.8951,233328.6713,212720.2797
6 Oct 2021,218377.1446,209322.314,245917.3554,218024.7934
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,209732,205333.3333,214666.6667,209333.3333
12 Oct 2021,228976.9138,207724.1379,279931.0345,230448.2759
13 Oct 2021,225845.5714,214857.1429,269142.8571,223142.8571
14 Oct 2021,211373.1791,207283.5821,223641.791,211313.4328
15 Oct 2021,205909,204000,208000,208000
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,608169.75,214000,1087000,528000
20 Oct 2021,208641.25,207066.6667,212866.6667,208900
21 Oct 2021,0,0,0,0
22 Oct 2021,228803.6667,208666.6667,270000,228000
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,230352.5,224000,240000,230000
26 Oct 2021,216417.3836,208493.1507,250575.3425,219643.8356
27 Oct 2021,313399.275,238100,462300,300900
28 Oct 2021,298382.9512,260780.4878,366731.7073,294926.8293
29 Oct 2021,623166.2045,523363.6364,766454.5455,608681.8182
30 Oct 2021,370042.3478,292000,454956.5217,378260.8696
31 Oct 2021,245557.4286,232380.9524,257523.8095,246571.4286
