category,Average SegsIn,Minimum SegsIn,Maximum SegsIn,Median SegsIn
1 Oct 2021,5621.9426,250.3197,11545.8279,5852.7213
2 Oct 2021,0,0,0,0
3 Oct 2021,1072,150,2400.5,1055
4 Oct 2021,5430.5556,314.7778,11413.1111,5593.6667
5 Oct 2021,4723.4792,232.2153,10053.9896,4854.6285
6 Oct 2021,4877.3595,244.6736,10170.9628,5072.1777
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,6743.3333,634,12265.6667,6969.3333
12 Oct 2021,3305.2712,78.5932,7766.5254,3107.6949
13 Oct 2021,2460.5,93.625,5264.125,2375.5
14 Oct 2021,4560.0597,197.6418,9743.1791,4735.2985
15 Oct 2021,6928,282,13199,7264
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,3321.25,338.75,6580.5,3439
20 Oct 2021,4909.7667,188.7833,10633.85,5081.8333
21 Oct 2021,0,0,0,0
22 Oct 2021,3724,436.6667,7418.6667,3890.8333
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,1474.3333,66.6667,2988.3333,1498.6667
26 Oct 2021,4707.4444,210.5278,10061.6944,4840.8472
27 Oct 2021,3427.1707,238.9756,6992.3659,3576.061
28 Oct 2021,2785.4884,279.9302,5517.2791,2900.3953
29 Oct 2021,1339.7609,103.8261,2831.3261,1360.587
30 Oct 2021,1224.2174,104.3913,2613.1739,1274.0435
31 Oct 2021,1364,82.8182,3135.6364,1333.8636
