category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Oct 2021,12708126.4672,665895.3934,24354267.1311,13407167.9508
2 Oct 2021,0,0,0,0
3 Oct 2021,3221180.5,259047,7537767,3223386
4 Oct 2021,12741125.6111,898892,24827346.4444,13408518.6667
5 Oct 2021,12335151.8021,872580.7083,23798407.4167,13013803.4722
6 Oct 2021,12565754.1529,906284.938,23946811.905,13241436.7727
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,12921678,1124852.6667,23802052.6667,13283852.6667
12 Oct 2021,8330229.3051,250825.1864,18469386.0678,8137742
13 Oct 2021,7118285.5,153766.625,15041699.375,7167836.875
14 Oct 2021,11769621.8507,780919.7015,22597673.403,12458682.9254
15 Oct 2021,14601903,338170,27167770,15677970
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,7981739.25,916044.75,14829944.75,8420394.75
20 Oct 2021,13434231.8333,974410.2667,25969830.6667,14115704
21 Oct 2021,0,0,0,0
22 Oct 2021,9813078.5,1234869.1667,18194035.8333,10474902.5
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,6537457.3333,108359.6667,14873845,6485297
26 Oct 2021,13079325.0556,931434.4028,24902659.375,13805406.9722
27 Oct 2021,7899409.0366,551683.6707,15710009.5732,8304045.8293
28 Oct 2021,6953458.3953,546589.9767,13837585.8372,7342582.7907
29 Oct 2021,4380224.0435,193877.3696,9423944.2174,4506838.8913
30 Oct 2021,3368710.6522,175712.5217,7615632.5217,3486186.3913
31 Oct 2021,3929550.5909,148621.7273,9480758.9091,3780088.2727
