category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Oct 2021,274839.7213,143686.623,307642.1639,280235.9016
2 Oct 2021,0,0,0,0
3 Oct 2021,358285,64076,375984,375984
4 Oct 2021,475190.625,321759.25,482755.25,482755.25
5 Oct 2021,286036.4965,180287.7622,294420.7832,290600.6294
6 Oct 2021,317187.5372,203699.8512,333882.6446,324482.405
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,604625.3333,193305.3333,627137.3333,627137.3333
12 Oct 2021,230017.931,171519.7241,262494.9655,230695.8621
13 Oct 2021,1473464.1429,335493.1429,1574655.4286,1574573.1429
14 Oct 2021,238775.4478,190746.2687,241058.209,241058.209
15 Oct 2021,295416,295416,295416,295416
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,1558630.75,354500,1797410,1675419
20 Oct 2021,256923.7,201726.0667,259135.5333,259135.5333
21 Oct 2021,0,0,0,0
22 Oct 2021,860463.3333,173880,906638.6667,906638.6667
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,106327.5,64076,107384,107384
26 Oct 2021,259873.2192,184253.3151,263101.863,263101.863
27 Oct 2021,471279.2875,180286.35,523227.65,509175.3
28 Oct 2021,369924.1707,244385.6585,381697.7561,378529.3659
29 Oct 2021,282514.4318,92055.8182,340732.1818,312311.1818
30 Oct 2021,486053.0435,97502.4348,633942.4348,538779.2174
31 Oct 2021,745753.0952,157144.5714,812173.5238,809047.4286
