category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Oct 2021,2581201.082,1310366.1967,5380013.1803,2135017.1475
2 Oct 2021,0,0,0,0
3 Oct 2021,873529.5,599069.5,1310286,826302.5
4 Oct 2021,2672131.6667,1438813.6111,5595529.6111,2342882.1667
5 Oct 2021,2486018.8993,1123900.1354,5363988.1285,2078348.7083
6 Oct 2021,2571038.4959,1176465.2355,5536995.5,2165674.4091
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,2597167.3333,1430504.6667,10319536.3333,2214136.6667
12 Oct 2021,1809188.7966,556854.7966,3257464.0169,1862842.1864
13 Oct 2021,1708705.75,507379.125,3740146.375,1693676.625
14 Oct 2021,2386904.9104,1228633.7015,5361631.9701,1942740.2836
15 Oct 2021,3283306,2159827,11954892,2538740
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,1737363,703539.75,3619434.25,1862097.25
20 Oct 2021,2705452.5833,1539415.15,5820541.1333,2238278.4667
21 Oct 2021,0,0,0,0
22 Oct 2021,2600383.1667,829952.8333,4787562.8333,2322573.6667
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,1493022.3333,643157.6667,2210308.6667,1570931.6667
26 Oct 2021,2649315.1111,1315453.9444,5953787.6806,2169672.5556
27 Oct 2021,1713893.7561,745748.439,3721435.5244,1537308.622
28 Oct 2021,1776130.8372,547358.0698,4329022.2326,1416840.1163
29 Oct 2021,1010818.8043,318914.0435,1752792.5,955076.8478
30 Oct 2021,813918.4783,223515.3043,1252487.5652,769328.2609
31 Oct 2021,934964.0909,368432.4545,1393466.4545,917656.9545
