category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Oct 2021,675925.4344,57081.9672,1354262.2951,680901.6393
2 Oct 2021,0,0,0,0
3 Oct 2021,956615,64000,1812000,1068000
4 Oct 2021,460797.5,58250,848500,481750
5 Oct 2021,331127.8287,28503.4965,662559.4406,328958.042
6 Oct 2021,386052.2975,27570.2479,758561.9835,385404.9587
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,376206.3333,25333.3333,673333.3333,413333.3333
12 Oct 2021,533008.2586,12275.8621,1257172.4138,486310.3448
13 Oct 2021,870527.8571,107428.5714,1695428.5714,856285.7143
14 Oct 2021,252104.3582,12597.0149,500358.209,254686.5672
15 Oct 2021,100364,4000,196000,106000
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,1490346.75,77000,2770000,1483500
20 Oct 2021,170362.95,13266.6667,321000,176566.6667
21 Oct 2021,0,0,0,0
22 Oct 2021,634419.3333,122666.6667,962666.6667,664666.6667
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,656142,72000,1330000,629000
26 Oct 2021,297802.5616,21041.0959,568931.5068,301616.4384
27 Oct 2021,1034669.975,84600,2040100,1052825
28 Oct 2021,782746.122,91317.0732,1502926.8293,789268.2927
29 Oct 2021,1774527.7045,256818.1818,3308818.1818,1807045.4545
30 Oct 2021,1569909.7391,120347.8261,3098260.8696,1609739.1304
31 Oct 2021,1057968.0476,70285.7143,2057714.2857,1093809.5238
