category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Oct 2021,10383.2623,654.7213,19737.9672,10967.4918
2 Oct 2021,0,0,0,0
3 Oct 2021,2485.5,238.5,5716,2504.5
4 Oct 2021,10221.1667,851,19818.6111,10754.2778
5 Oct 2021,9691.5556,749.1701,18753.0382,10197.9028
6 Oct 2021,9911.9008,778.3926,18931.2851,10443.7686
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,10204,993.3333,18706.3333,10525
12 Oct 2021,6600.3729,233.1864,14598.9322,6439.6102
13 Oct 2021,5874.875,173.75,12272.375,5900
14 Oct 2021,9198.8358,651.806,17769.0597,9711.6269
15 Oct 2021,11185,488,20983,11967
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,6205,788.75,11479.25,6481.5
20 Oct 2021,10359.8667,796.4833,20128.9833,10868.5
21 Oct 2021,0,0,0,0
22 Oct 2021,7623.5,1037.8333,14106.6667,8097.8333
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,4653.3333,116.6667,10493.3333,4605.3333
26 Oct 2021,10101.5139,763.5694,19379.9722,10627.3194
27 Oct 2021,6410.439,519.2927,12645.8171,6746.2683
28 Oct 2021,5629.1395,556.2093,11048.2791,5930.7907
29 Oct 2021,3458.1304,202.9783,7363.1957,3552.587
30 Oct 2021,2795.5652,191.6087,6216.3478,2893.3913
31 Oct 2021,3144.3636,155.1818,7519.6818,3025.4091
