category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Oct 2021,53.1746080656,15.9461136392,4.5932695736,1.4231828856
2 Oct 2021,0,0,0,0
3 Oct 2021,12.173832,8.398096,0.983168,0.30688
4 Oct 2021,52.462256,16.0169773336,4.9086515,2.346511
5 Oct 2021,51.9671747224,14.762352472,7.2632333144,5.259431776
6 Oct 2021,53.703341454400004,15.4173392728,7.3098437687999995,5.199515074400001
7 Oct 2021,0,0,0,0
8 Oct 2021,0,0,0,0
9 Oct 2021,0,0,0,0
10 Oct 2021,0,0,0,0
11 Oct 2021,101.7025893336,14.843682666400001,11.685176,9.595008
12 Oct 2021,36.4014767456,8.7518877288,8.5511673104,7.7680935176
13 Oct 2021,34.222992,9.814974,2.5388685712,0.6472548568
14 Oct 2021,53.9512,13.6688969552,9.2007914032,8.399625194399999
15 Oct 2021,102.613824,18.808168,14.645192,14.645192
16 Oct 2021,0,0,0,0
17 Oct 2021,0,0,0,0
18 Oct 2021,0,0,0,0
19 Oct 2021,38.353678,11.622758,4.258272,1.114338
20 Oct 2021,55.899784133599994,17.4869005336,9.6427844,9.4249554664
21 Oct 2021,0,0,0,0
22 Oct 2021,47.6349306664,20.2472346664,5.05474,2.0534466664
23 Oct 2021,0,0,0,0
24 Oct 2021,0,0,0,0
25 Oct 2021,21.249576,7.681266666400001,1.411892,0.57878
26 Oct 2021,57.5075386664,15.9648605552,9.0850089864,8.5115607672
27 Oct 2021,36.1728468296,10.072281365599999,3.6644477,1.7949689
28 Oct 2021,43.532448186399996,9.469799256,4.4997553168,2.6853479024
29 Oct 2021,17.5972431304,4.9934820872,1.2282074544,0.7715161816
30 Oct 2021,12.2099460872,5.398986434399999,1.0039989568,0.9068274784
31 Oct 2021,13.1289570912,6.0204152728,1.2045245712,1.0374571432000002
