category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Apr 2022,3725.0857,857.0286,16363.6286,3666.8
2 Apr 2022,4651.4211,1176.4737,16524,4409.1579
3 Apr 2022,5004.5,1104.7,17524.5,6417.6
4 Apr 2022,11550.9118,3007.1176,36497.5882,10561.9412
5 Apr 2022,5547.1522,1129.5652,18676.2609,5533.8478
6 Apr 2022,4109.1852,677.7778,15081.1852,3432.4444
7 Apr 2022,4905.6512,751.9535,18963.0698,4926.9767
8 Apr 2022,9091.1538,2016.2308,28410.8846,7513.1154
9 Apr 2022,4730.3182,1216.3636,13911.5909,4621.5
10 Apr 2022,4322.1,1306.9,15013.7,3752.7
11 Apr 2022,5146.5556,1110.8889,15638.6111,5515.8611
12 Apr 2022,9442.2254,2258.3239,26836.507,10729.7887
13 Apr 2022,25308.25,1949.25,58382,29462.75
14 Apr 2022,7341.234,2045.0638,21097.1064,6952.383
15 Apr 2022,9883.2162,2665.0541,30680.8378,10233.2703
16 Apr 2022,10798.2,3495.6,24640.4,9130.8
17 Apr 2022,9080.5,1851.6,29143,7342.4
18 Apr 2022,11456.4524,2749.119,34229.1905,11289.5952
19 Apr 2022,7272.0725,1771.1884,26625.1884,6016.1594
20 Apr 2022,5770.6849,1108.6986,21751.0411,5570.8219
21 Apr 2022,7455.3404,1702.2979,24578.7234,7748.4043
22 Apr 2022,6620.5882,1433.1176,24063.2941,8834.2647
23 Apr 2022,28407.1429,8282.5714,83460.4286,19900.8571
24 Apr 2022,19632.1818,3974.303,47495.1515,20477.5152
25 Apr 2022,7028.1176,1462.3059,24074.8118,6912.4706
26 Apr 2022,6104.2432,934.027,22894.3243,5999.1892
27 Apr 2022,5091.5484,571.6774,16238.2581,4688.0968
28 Apr 2022,8463.5854,1864.0732,31698.6098,12938.9512
29 Apr 2022,7607.5769,1561.6154,25756.5962,9031.0192
30 Apr 2022,11215.2273,4527.9091,29004.8636,8376.2273
