category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Apr 2022,8230.9143,531.0286,16692.4857,8371.7714
2 Apr 2022,7726.7368,523.2105,16277.6842,7476.5263
3 Apr 2022,6602.25,888.35,13030.55,6637.85
4 Apr 2022,4204.7353,226.6176,8780.4412,4543.9118
5 Apr 2022,8029.6957,565.4783,16100.913,8335.1522
6 Apr 2022,8991.5926,784.037,18187.8889,9184.3704
7 Apr 2022,8368.2326,469.6279,17579.3256,8521.4419
8 Apr 2022,4497.4615,226.1538,10174.0385,4230.5385
9 Apr 2022,5638.8182,810.6364,10901.2727,5622.9091
10 Apr 2022,7028.9,233.75,15645.95,6484.5
11 Apr 2022,7212.9167,753.3611,14600.8889,7303.7778
12 Apr 2022,6065.3944,601.0282,12148.5634,6180.9859
13 Apr 2022,3954.75,539.75,7887.25,3850.25
14 Apr 2022,3980.8298,215.0638,8936.9574,3791.5319
15 Apr 2022,1746.5135,109.6486,3966.2162,1700.027
16 Apr 2022,1289,47.2,3014.4,1338
17 Apr 2022,2381.7,110.6,5702.2,2273.4
18 Apr 2022,2619.6429,172.0952,5866.3095,2603.8333
19 Apr 2022,5100.7681,432.6812,10829.6377,5103.9275
20 Apr 2022,6652.7123,546.8219,13775.7945,6689.6986
21 Apr 2022,4667.8936,350.7872,9469.8298,4786.9787
22 Apr 2022,6131.0294,606.9412,12619.9706,6202.3529
23 Apr 2022,2577.2857,240.7143,4936.5714,2639.8571
24 Apr 2022,6053.1212,885.9394,11440.1818,6103
25 Apr 2022,5919.3294,465.9294,12323.9176,6056.7647
26 Apr 2022,7984.1081,631.7297,15854.4595,8253.0811
27 Apr 2022,8691.0323,793.3548,17339.5806,9039.7419
28 Apr 2022,6033.4146,639.122,12073.5122,6250.2927
29 Apr 2022,4775.5769,271.4615,10704.8654,4588.7885
30 Apr 2022,3867.9091,411.7273,8086.5909,3849.4545
