category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Apr 2022,33801.3714,18150.1714,53406.2,35617.5429
2 Apr 2022,51262.6316,25585.8421,75600.3158,52658.4211
3 Apr 2022,68445.75,23708.5,119679.4,74836.5
4 Apr 2022,63204.7647,21312.1176,117568.7059,67172.2647
5 Apr 2022,31114.7391,14146.1087,52700.2391,33134.2609
6 Apr 2022,23179.2593,10381.5556,39927.7037,27463.0741
7 Apr 2022,21980.907,11491.1628,38843.6279,23625.4884
8 Apr 2022,31497.1154,19099.8846,45498.2308,35023.9615
9 Apr 2022,40896.8636,20219.0909,63799.1364,39864.4091
10 Apr 2022,76748.6,36640.5,108524.5,91583.95
11 Apr 2022,34279.5405,19330.973,54267.8108,34823.4595
12 Apr 2022,56999.8261,23721.029,109588.1594,71187.0725
13 Apr 2022,119122.1667,50780,187246.8333,125324.5
14 Apr 2022,92873.6809,37204.5532,164373.8511,91449.5957
15 Apr 2022,41158.0541,27674.1081,54055.6757,42514
16 Apr 2022,116749.2,28250.4,271278,98508
17 Apr 2022,114752.7,28727.7,250686.4,103060.3
18 Apr 2022,110049.1463,41869.6829,188084.0244,110184.3902
19 Apr 2022,100353.2857,35247.7,176879.1857,103895.3857
20 Apr 2022,39354.5972,16845.9861,64946.0694,41756.8611
21 Apr 2022,33318.1875,19933.9792,49875.0417,35911.1458
22 Apr 2022,22941.4118,14107.9118,37050.1471,24784.2059
23 Apr 2022,140169.2857,69188.7143,208273.2857,187412.1429
24 Apr 2022,73798.25,36110.125,110405.6563,77591.6563
25 Apr 2022,58031.9176,22580.9059,102830.5059,58515.6588
26 Apr 2022,23476.5135,7945.5676,54309.973,29193.5405
27 Apr 2022,16696.0645,7892.8065,35110.6774,16028.1935
28 Apr 2022,32096.8333,15127.5238,60084.0952,45808.9048
29 Apr 2022,48219.7115,23454.5385,80566.8269,52619.5769
30 Apr 2022,65676.7727,30892.9091,107427.9545,71337.2727
