category,Average Sacked,Minimum Sacked,Maximum Sacked,Median Sacked
1 Apr 2022,0,0,0,0
2 Apr 2022,0,0,0.0526,0
3 Apr 2022,0,0,0,0
4 Apr 2022,0.0294,0,0.1765,0
5 Apr 2022,0,0,0,0
6 Apr 2022,0,0,0.0741,0
7 Apr 2022,0,0,0,0
8 Apr 2022,0,0,0.0385,0
9 Apr 2022,0,0,0,0
10 Apr 2022,0,0,0.2,0
11 Apr 2022,0,0,0.1622,0.027
12 Apr 2022,0,0,0.0725,0
13 Apr 2022,0,0,0.3333,0
14 Apr 2022,0,0,0.1915,0
15 Apr 2022,0,0,0.027,0
16 Apr 2022,0,0,0,0
17 Apr 2022,0,0,0.2,0
18 Apr 2022,0,0,0.0976,0
19 Apr 2022,0,0,0.0714,0
20 Apr 2022,0,0,0.0972,0
21 Apr 2022,0,0,0,0
22 Apr 2022,0,0,0.2059,0
23 Apr 2022,0.1429,0,0.4286,0
24 Apr 2022,0.0625,0,0.625,0
25 Apr 2022,0,0,0.1059,0.0235
26 Apr 2022,0,0,0.1081,0
27 Apr 2022,0,0,0.1935,0.0323
28 Apr 2022,0,0,0.0238,0
29 Apr 2022,0,0,0.0192,0
30 Apr 2022,0,0,0.0455,0
