category,Average Delivered,Minimum Delivered,Maximum Delivered,Median Delivered
1 Dec 2021,3208.3158,193.0526,7137.6316,3149.6842
2 Dec 2021,6763.3968,404.0476,13810.1587,6947.3333
3 Dec 2021,7656.7917,447.1042,15543.8958,8000.0208
4 Dec 2021,2757.6,145.3,6427.025,2648.45
5 Dec 2021,2619.875,140.425,6112.05,2547.925
6 Dec 2021,3840.8675,301.6386,7750.6867,3922.3494
7 Dec 2021,5905.9333,792.3,11142.8,6139.9
8 Dec 2021,2699.3418,113.4304,6328.3671,2631.2152
9 Dec 2021,2755.8667,70.4333,6721.1,2646.6333
10 Dec 2021,1222.5556,76.3611,2752.25,1227.3889
11 Dec 2021,507.5,17.8333,1111.5,532.6667
12 Dec 2021,1670.4048,68.4524,3849.6429,1604.0714
13 Dec 2021,5876.9875,648.875,11678.35,5915.1125
14 Dec 2021,8564.541,793.1148,16536.6393,8728.6885
15 Dec 2021,6021.0862,427.9483,12258.9138,6210.8966
16 Dec 2021,4636.9677,344.2258,9242.4194,4849.3548
17 Dec 2021,682,46.8276,1706.5862,618.2414
18 Dec 2021,2699.8125,128.3333,6399.3542,2500.1667
19 Dec 2021,2860.6667,144.0667,6551.0667,2803.5333
20 Dec 2021,972,15.9375,2582.5,892.8125
21 Dec 2021,3819.9474,102.7368,8490.1053,3859.7632
22 Dec 2021,3064.3793,98.4483,7131.3448,2992.8621
23 Dec 2021,4958.0179,279.2679,10663.3929,5040.5714
24 Dec 2021,4941.52,303.16,10110.58,5100.6
25 Dec 2021,3203.8125,136.4375,7399.8125,3103.75
26 Dec 2021,3094.6923,150.4615,7110.5385,2899.8462
27 Dec 2021,3321.0444,139.2222,7697.7556,3234.1556
28 Dec 2021,3476.2,91.4,7714.3,3353.3
29 Dec 2021,3361.0556,169.6667,7693.1111,3292
30 Dec 2021,3631.4118,147.8824,8263.8824,3505.7059
31 Dec 2021,4632.8889,305,10247.7778,4401.1111
