category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Dec 2021,4495792.4211,325028.6316,9887428.2105,4425166.4737
2 Dec 2021,10097634.7937,659749.1429,20597203.4921,10363013.2698
3 Dec 2021,11482095.875,714237.3542,23431627.9792,11938527.2292
4 Dec 2021,3784991.2,250259.075,8720815.325,3637866.5
5 Dec 2021,3618895.05,239888.5,8330995.25,3531841.4
6 Dec 2021,5685622.3614,494106.1084,11342442.1566,5823737.3373
7 Dec 2021,8997687.5333,1229234.8333,16951107.8333,9363833.1667
8 Dec 2021,3727442.5063,211970.2405,8631562.7468,3635196.3038
9 Dec 2021,3854298.5667,140388,9281689,3716282.5
10 Dec 2021,1727216.2778,140116.6944,3819420.8611,1742037.7778
11 Dec 2021,710048.8333,46467,1519828,740443
12 Dec 2021,2292367.2619,129228.8095,5212927.381,2208990.2381
13 Dec 2021,8698591.35,1017650.425,17188674.35,8768319.575
14 Dec 2021,12853424.0656,1256869.0328,24900297.0984,13062238.6885
15 Dec 2021,8968100.7241,697868.3966,18264856.5,9232635.5
16 Dec 2021,6952942.9355,565152.129,13820280.5161,7282260.6452
17 Dec 2021,1124695.4483,110323.3103,2706815.3103,1054669.3793
18 Dec 2021,3719932.375,221963,8725870.375,3447981.4375
19 Dec 2021,3913301.8,257960.2,8842746.6,3843443.4
20 Dec 2021,1557814.4375,43782.875,3975735.875,1483314.5
21 Dec 2021,5561802.4737,193742.0526,12237178.3684,5604408.1053
22 Dec 2021,4308698.7931,182703.5172,9895146.3448,4207753.5172
23 Dec 2021,7221747.9464,465105.6786,15511316.1071,7331533.8393
24 Dec 2021,7276704.42,505023.66,14842257.22,7519927.56
25 Dec 2021,4379696.5,235468.9375,9999637.9375,4259367.0625
26 Dec 2021,4227131.0769,262296.6923,9592813.1538,3961763.7692
27 Dec 2021,4657797,253001.3333,10665096.1333,4548789.4444
28 Dec 2021,4889558,173688.9,10710490.7,4759971
29 Dec 2021,4620020.5556,278387,10441425,4519437
30 Dec 2021,4969749.7647,268623.3529,11166366.1765,4820963.8235
31 Dec 2021,6343690.1111,494193.6667,13839013.6667,6026208.6667
