category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Dec 2021,1060795.3158,470864.5263,1651433.2632,1130144.8947
2 Dec 2021,1942897.6032,929413.6825,3881496.0476,1764698.1111
3 Dec 2021,2210943.0208,948707.7708,4328572.875,1865211.3125
4 Dec 2021,870335.325,390153.425,1275966,902353.55
5 Dec 2021,814756.175,350096.75,1277059.275,781153.175
6 Dec 2021,1092486.6747,505522.0723,2321407.5904,995212.0482
7 Dec 2021,1597022.0667,831842.3667,4389324.6667,1366229.6
8 Dec 2021,851262.2658,394506.1392,1305782.8228,853501.2152
9 Dec 2021,898659.4,328448.6,1393628.2333,931928.9
10 Dec 2021,391787.5,158130.0278,647441.5278,374526.3056
11 Dec 2021,166907,83352,329398.8333,177359.3333
12 Dec 2021,519410.4048,217283.2381,776675.2143,532840.4048
13 Dec 2021,1628952.7125,803168.6375,3601829.225,1502672.9625
14 Dec 2021,2403356.6393,1344141.7049,6236821.7213,2083020.7705
15 Dec 2021,1841678.8793,818879,3953454.4138,1583790.2759
16 Dec 2021,1329413.3548,708948,2646058.6452,1142917.2903
17 Dec 2021,276038.4138,63744.2414,532496.3793,294548.8966
18 Dec 2021,846159.3958,380347.5833,1305850.8125,824430.0625
19 Dec 2021,905538.5333,404842.7333,1519516.2,904402.0667
20 Dec 2021,320962.25,61099.5,522004.625,405618.25
21 Dec 2021,1149720.9474,377308.8421,1970337.0526,1262791.3421
22 Dec 2021,977356.1379,313873.4483,1625689.3448,1040965.1724
23 Dec 2021,1553732.875,605687.7321,2828879.75,1474479.5714
24 Dec 2021,1409761.42,677820.48,2761181.2,1366043.68
25 Dec 2021,978444.25,439624.5625,1495710.0625,932111.875
26 Dec 2021,935899.9231,525150.6154,1301069.6154,953465.1538
27 Dec 2021,1026646.5556,394007.6444,1616780.6889,1013663.8
28 Dec 2021,1017150.5,406108.6,1699384.6,840849.6
29 Dec 2021,1019792.8889,394025.1667,1561769.1667,973115.1667
30 Dec 2021,1127395.7647,534578.5882,1631030.1176,1177512.3529
31 Dec 2021,1369244.7778,690144.7778,1926817,1505848.6667
