category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Dec 2021,1152.2105,785,1576.5789,1155
2 Dec 2021,1138.2222,785,1557.8889,1141.7778
3 Dec 2021,1108.4792,785,1500.7708,1116.1042
4 Dec 2021,1160.575,785,1591.05,1182.25
5 Dec 2021,1135.65,785,1545.225,1152.875
6 Dec 2021,1091.5181,785,1458.2892,1099.4699
7 Dec 2021,1116.1,785,1507.2333,1128.2
8 Dec 2021,1145.8228,785,1570.3165,1169.4177
9 Dec 2021,1161.2333,785,1594.9667,1183.8667
10 Dec 2021,991.1111,785,1248.4722,1008.3333
11 Dec 2021,993.8333,785,1255,1008.3333
12 Dec 2021,1077.4762,785,1416.1429,1088.9286
13 Dec 2021,1132.4,785,1539.9375,1142.3375
14 Dec 2021,1116.0328,785,1517.7377,1121.1148
15 Dec 2021,1100.4483,785,1481.8966,1101.2241
16 Dec 2021,1017.5161,785,1305.0323,1023.871
17 Dec 2021,852.7931,785,958.4138,852.3793
18 Dec 2021,1160.5208,785,1598.6875,1168
19 Dec 2021,1156.6667,785,1590.2667,1172.1333
20 Dec 2021,924.8125,785,1125.75,927.5625
21 Dec 2021,1108.3421,785,1494.9474,1114.7895
22 Dec 2021,1126.7241,785,1533.7586,1140.931
23 Dec 2021,1141.7679,815.9464,1522.625,1153.4821
24 Dec 2021,1089.64,785,1461.8,1096.7
25 Dec 2021,1187.75,785,1648.625,1206.6875
26 Dec 2021,1177.7692,785,1627.3846,1188.3846
27 Dec 2021,1146.4667,785,1575.6444,1163.7333
28 Dec 2021,1103,785,1490,1097.8
29 Dec 2021,1157.8333,785,1597.0556,1166.3333
30 Dec 2021,1163.1765,785,1603.3529,1170.8824
31 Dec 2021,1153,785,1573.5556,1163.7778
