category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Dec 2021,423545.5556,128933.5556,451247.1111,447600
2 Dec 2021,416744.5313,238782.875,476569.5625,430108.5625
3 Dec 2021,389805.75,245873.3333,394385.3333,394323.1667
4 Dec 2021,320069.475,104740.7,374841.4,343469.35
5 Dec 2021,392989.925,76609.6,466505.8,448268.4
6 Dec 2021,224158.0843,109555.2771,274467.0843,243552.1928
7 Dec 2021,240855.1613,134751.3548,248327.7419,245873.1613
8 Dec 2021,141165.4,67037.6,158923.2,150071.65
9 Dec 2021,216063.931,109592,227736.6897,227727.6552
10 Dec 2021,104165.5,66198.9412,114695.0588,108257.7647
11 Dec 2021,657836.2857,102802.2857,796379.4286,730620.5714
12 Dec 2021,529214.8605,150050.9767,623243.5349,570787.5349
13 Dec 2021,208332.5116,148853.4884,216933.5349,214379.3953
14 Dec 2021,360119.1148,270930.1639,364883.8689,364883.8689
15 Dec 2021,283269.931,170477.7241,322452.8966,297421.0345
16 Dec 2021,178886.2,115387.4286,194574.4,185051.6571
17 Dec 2021,147610.129,70846.3226,160151.6129,155261.2903
18 Dec 2021,558940.2917,93712.0833,687124.9167,626347.9167
19 Dec 2021,801280.0667,120391.7333,972922.9333,889118.9333
20 Dec 2021,154222.7647,64246.3529,176597.8824,165798.1176
21 Dec 2021,376941.2308,180862.2564,416094.4615,409770.9744
22 Dec 2021,182650.129,88877.0323,208568.2581,196736.3871
23 Dec 2021,297135.0182,165787.8545,310613.1636,310083.6364
24 Dec 2021,256644.96,180053.92,264424.96,261390.08
25 Dec 2021,359206.5,127631.75,386987.5,386915.5
26 Dec 2021,589490.7692,123244,645373.5385,645373.5385
27 Dec 2021,187179.4545,106917,202813.2727,196786.9091
28 Dec 2021,207091.1111,94099.1111,270112,232417.7778
29 Dec 2021,177068.6667,64076,197576,197512
30 Dec 2021,111761.4118,64246.3529,121969.4118,119477.6471
31 Dec 2021,286091.3333,95219.5556,308015.1111,308015.1111
