category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Dec 2021,29600.6111,4755,54486.8333,30223.4444
2 Dec 2021,29683.0781,4874.9688,54601.8125,30151.6875
3 Dec 2021,30453.0208,4784.1667,56178.8958,31001.7292
4 Dec 2021,30375.825,4755,56004.7,30871.875
5 Dec 2021,30230.85,4781.95,55718.3,30872.825
6 Dec 2021,29750.253,4891.012,54576.8675,30415.988
7 Dec 2021,30310.4194,4981.7097,55702.0323,31056.871
8 Dec 2021,29404.9625,4785.3125,54070.125,30055.0625
9 Dec 2021,29410.3103,4755,54123.6552,29642.2759
10 Dec 2021,28410.5882,4844.2647,52160.4118,28965.3824
11 Dec 2021,30925.2143,4755,57146.2143,31420.2857
12 Dec 2021,30284.1628,4798.6512,55838.7209,30991.3721
13 Dec 2021,30273.8721,4767.5349,55705.2093,30769.8953
14 Dec 2021,29857.7377,4869.9508,54791.918,30522.0328
15 Dec 2021,30587.1034,4785.2241,56397.5345,31218.1207
16 Dec 2021,32138.5143,5366.5714,59505.7714,32281.4286
17 Dec 2021,30938.5484,5412.4194,56733.2258,31510.4194
18 Dec 2021,29143.875,4755,53560.3125,29654.3125
19 Dec 2021,29434.9333,4755,54171.4,30117.5333
20 Dec 2021,32243.7647,5642.4706,59217.4706,32522.2353
21 Dec 2021,29175.2051,5126.2051,53119.9487,29711.2821
22 Dec 2021,30353.0968,5016.9677,55252.9677,30909.0645
23 Dec 2021,30196.2364,4635.5273,55794.3818,30946.6
24 Dec 2021,30021.46,4765.78,55398.48,30667.6
25 Dec 2021,30637.4375,4755,56570.375,31506.3125
26 Dec 2021,29277.9231,4755,53867.0769,29890.0769
27 Dec 2021,28666.3864,4767.25,52623.0682,29212.9545
28 Dec 2021,31596,4814.8889,58302.6667,32286.6667
29 Dec 2021,30509.0556,4784.9444,56247.7778,31215.8889
30 Dec 2021,30884.7647,4755,57079.4118,31502.1765
31 Dec 2021,29045.8889,4755,53387.6667,29812.4444
