category,Average DataSegsIn,Minimum DataSegsIn,Maximum DataSegsIn,Median DataSegsIn
1 Dec 2021,1079.3889,55.5,2009.7778,1108.2778
2 Dec 2021,2052.7188,258.7188,3678.0781,2084.0469
3 Dec 2021,2951.8958,383.6042,5137.5417,3035.5208
4 Dec 2021,399,47.775,755.325,398.075
5 Dec 2021,517.325,22.575,927.5,560.25
6 Dec 2021,767.5301,104.7831,1341.3012,805.5783
7 Dec 2021,1643.8065,212.0645,2823.3548,1712.3226
8 Dec 2021,217.4,16.1625,369.7375,234.3125
9 Dec 2021,234.4828,47.931,387.7931,238.7241
10 Dec 2021,80.4412,12.3235,132.2059,83.6471
11 Dec 2021,646.4286,54.5714,1102.8571,674.5714
12 Dec 2021,1321.4651,95.907,2143.7209,1434.4884
13 Dec 2021,1311.6512,235.593,2291.6977,1338.8605
14 Dec 2021,2776.0328,427.4918,5011.3607,2793.1967
15 Dec 2021,1765.0862,254.7586,3151.431,1769.4483
16 Dec 2021,1200.3714,166.2,2104.9143,1218.2571
17 Dec 2021,152.4839,12.7419,260.1935,157.7742
18 Dec 2021,667.6042,38.375,1241.4375,684.3333
19 Dec 2021,869.5333,58.2667,1586.5333,895.2667
20 Dec 2021,91.8824,5.9412,143.5294,98.5882
21 Dec 2021,1016.0769,94.2308,1786.3846,1036.641
22 Dec 2021,384.871,34.7742,676.6129,400.8065
23 Dec 2021,1463.8364,184.2909,2576.6364,1507.2182
24 Dec 2021,1901.86,223.46,3255.6,1992.72
25 Dec 2021,806.75,56.5,1406.5625,873.8125
26 Dec 2021,977.3077,62.1538,1673.9231,1065.3846
27 Dec 2021,324.1591,48.2955,584.1591,336.9773
28 Dec 2021,498,88.2222,829.3333,522.7778
29 Dec 2021,167.4444,12.1111,310.0556,171.6111
30 Dec 2021,101.4118,10.6471,174.1765,105.5882
31 Dec 2021,393.7778,37,676.2222,414.4444
