category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Dec 2021,4328850.5789,258073.2105,9626825.2105,4260641.5789
2 Dec 2021,9374017.2063,539345.254,19156403.9524,9640123.873
3 Dec 2021,10677324.25,599258.0417,21733191.2917,11159135.875
4 Dec 2021,3687122.425,190247.6,8600365.8,3540578.175
5 Dec 2021,3500792.575,183214.65,8175961.95,3406286.375
6 Dec 2021,5269342.5542,396586.4699,10628273.7711,5384447.0964
7 Dec 2021,8214414.9667,1071173.2667,15497587.6,8549103.1333
8 Dec 2021,3606233.2532,146377.8354,8465549.1266,3514813.6329
9 Dec 2021,3711499,92100.4667,9059144.4,3568515.5
10 Dec 2021,1645278.4167,98520.8889,3716989.1111,1652296.1667
11 Dec 2021,671160.8333,19758,1482141,706547
12 Dec 2021,2228592.381,87641.1429,5144371.381,2138676.3333
13 Dec 2021,8098426.9625,892001.05,16078662.8,8156415.775
14 Dec 2021,11968529.5082,1096032.8689,23117775.3934,12193711.8197
15 Dec 2021,8361858.0862,588656.931,17024759.7586,8632099.2759
16 Dec 2021,6445847.2258,471640.6129,12847368.871,6745494.6452
17 Dec 2021,928279.069,54770.4483,2363133.4138,847333.3448
18 Dec 2021,3608066.0833,167785.8333,8560764.375,3339287.75
19 Dec 2021,3821079.5333,188439,8759523,3746616.8
20 Dec 2021,1209831.25,15070.375,3355656.75,1049129.8125
21 Dec 2021,5185796.4737,136626.8421,11565367.0526,5219555.6316
22 Dec 2021,4121253.7586,126297.9655,9609195.069,4016401.8966
23 Dec 2021,6854380.3214,382304.7143,14749471.0357,6968869.4464
24 Dec 2021,6854349.08,411577.2,14044626.52,7076626.3
25 Dec 2021,4280862.375,177723,9895682.625,4147425.5625
26 Dec 2021,4136327.1538,197025.4615,9508827.9231,3875411.3077
27 Dec 2021,4478277.4444,182872.1556,10386344.8667,4355620.3333
28 Dec 2021,4697972.9,119230.2,10422081.8,4536750.3
29 Dec 2021,4488382.3889,221843.4444,10287778,4398533.8333
30 Dec 2021,4852765.1765,193797.7059,11050983.3529,4684505.1176
31 Dec 2021,6188368.5556,403804.3333,13706105.6667,5880283.3333
