category,Average BusyTime,Minimum BusyTime,Maximum BusyTime,Median BusyTime
1 Dec 2021,879465.8333,52000,1724000,905111.1111
2 Dec 2021,736658.7656,54000,1510312.5,730625
3 Dec 2021,349117.5417,16250,673916.6667,364166.6667
4 Dec 2021,1284202.15,79400,2455600,1317750
5 Dec 2021,1853023.55,110100,3581400,1932250
6 Dec 2021,1644594.8193,142843.3735,3197493.9759,1683036.1446
7 Dec 2021,948219.9355,93548.3871,1865935.4839,955677.4194
8 Dec 2021,1251379.8375,85150,2433350,1281475
9 Dec 2021,1071230.7241,69517.2414,2072137.931,1077103.4483
10 Dec 2021,1864162.1471,216000,3689882.3529,1830705.8824
11 Dec 2021,1271893.5714,102000,2427142.8571,1300857.1429
12 Dec 2021,1565790.1395,170790.6977,2970604.6512,1598837.2093
13 Dec 2021,1020910.2209,64372.093,1988511.6279,1041465.1163
14 Dec 2021,386119.918,30885.2459,720918.0328,399836.0656
15 Dec 2021,631807.1207,35241.3793,1237586.2069,641275.8621
16 Dec 2021,1814441.3429,188571.4286,3502514.2857,1800685.7143
17 Dec 2021,2660127.6129,304129.0323,5148903.2258,2650193.5484
18 Dec 2021,1288872.8333,69416.6667,2524916.6667,1325583.3333
19 Dec 2021,1141164.2,69600,2238133.3333,1138133.3333
20 Dec 2021,4179515.2941,870117.6471,7424941.1765,4226352.9412
21 Dec 2021,1725560.6154,264717.9487,3129846.1538,1773128.2051
22 Dec 2021,1600673.5484,131354.8387,3107741.9355,1643935.4839
23 Dec 2021,1047615.1091,60363.6364,2041163.6364,1081054.5455
24 Dec 2021,1046594.56,62720,2077680,1038280
25 Dec 2021,1273361.1875,64000,2510750,1313625
26 Dec 2021,1054491.3077,63076.9231,2065846.1538,1077076.9231
27 Dec 2021,1308207.8409,78363.6364,2590000,1330000
28 Dec 2021,1824598.6667,103555.5556,3674222.2222,1867777.7778
29 Dec 2021,1624112.0556,88222.2222,3358444.4444,1641444.4444
30 Dec 2021,1468438.9412,82352.9412,2994823.5294,1468823.5294
31 Dec 2021,1357681.7778,77333.3333,2617777.7778,1409333.3333
