category,Average RTTVar,Minimum RTTVar,Maximum RTTVar,Median RTTVar
1 Dec 2021,10969.2222,4375.8889,24454.8889,10464
2 Dec 2021,11249.5625,3415.125,26257.5313,12541.6875
3 Dec 2021,7152.3333,1226.9167,24093.25,7023.0625
4 Dec 2021,21285.275,6656.55,49219.375,18489.35
5 Dec 2021,34164.525,10433.3,105925.7,37852.325
6 Dec 2021,38832.1687,11908.747,88997.759,43988.7229
7 Dec 2021,17498.6129,6809.8065,41954.9355,18993.6129
8 Dec 2021,19564.125,6431.2875,45350.4875,19870.9
9 Dec 2021,16980.4138,6182.5172,37131,18521.069
10 Dec 2021,39088.0588,12928.7353,88043.3235,39191.6471
11 Dec 2021,13794,5690.5714,29313.3571,11577.7143
12 Dec 2021,27784.907,6875.186,64306.4419,26358.9767
13 Dec 2021,24680.1977,8075.093,61935.2326,22696.093
14 Dec 2021,9655.4754,3425.1967,23230.8525,8402.2787
15 Dec 2021,10078.0517,2797.2759,27298.569,10285.6207
16 Dec 2021,51509.3714,20122.6571,164534.5143,48503.8
17 Dec 2021,54818.1613,19357.3871,127817.0968,34969
18 Dec 2021,21556.7708,6416.5,53804.9583,20898.6875
19 Dec 2021,16946.5333,5493.6,35716.9333,13259.6667
20 Dec 2021,57430.2941,22422.4118,138447.5294,44567.8235
21 Dec 2021,23073.4615,7433.5897,56071.6154,27102.6923
22 Dec 2021,33552.129,10257.2581,75480,35546.9032
23 Dec 2021,25017.4727,4990.9818,72220.6364,30204.8727
24 Dec 2021,30227.34,5532.62,80276.7,24567.92
25 Dec 2021,16309.0625,5758,39443.5,16384.375
26 Dec 2021,13066.6923,5055,27416.1538,12557.3077
27 Dec 2021,22240.6136,7476.6136,48157.8636,21475.0455
28 Dec 2021,34965.3333,10751.7778,70573.2222,47763.3333
29 Dec 2021,33583.6667,9507.7778,82965.8333,52864.7778
30 Dec 2021,25240.1176,6167.7647,72988.1176,25252.2353
31 Dec 2021,21001.7778,7866.5556,52202.4444,26529.6667
