category,Average Unacked,Minimum Unacked,Maximum Unacked,Median Unacked
1 Dec 2021,68.6842,26.3158,133.6316,61.2105
2 Dec 2021,78.6349,20.873,233.0159,58.6667
3 Dec 2021,86.625,14.8958,293.75,85.1458
4 Dec 2021,61.75,26.275,97,61.225
5 Dec 2021,69.55,29.6,117.575,75.075
6 Dec 2021,64.1807,24.0964,149.0843,64.8313
7 Dec 2021,44.1667,14.9667,131.2333,39.8667
8 Dec 2021,66.6329,30.4051,111.7342,65.1646
9 Dec 2021,65.2333,23.7667,111.2667,68.9333
10 Dec 2021,49.1667,19.1389,82.4167,54.6111
11 Dec 2021,23.8333,10.6667,43.1667,19.1667
12 Dec 2021,43.0952,17.3095,68.0714,48.4286
13 Dec 2021,58.6,19.3125,149.775,54.975
14 Dec 2021,56.1967,12.1311,213.5902,41.5738
15 Dec 2021,56.1724,14.8793,194.9483,41.0517
16 Dec 2021,51.4839,18.6774,151.871,46.5484
17 Dec 2021,91.5517,18.5862,194.1379,94.931
18 Dec 2021,66.375,24.5833,122.5208,65.9583
19 Dec 2021,64.2,27.6667,107.9333,68.8
20 Dec 2021,140.875,19.125,287.625,200.125
21 Dec 2021,126.8421,21.3158,266.9211,159.3684
22 Dec 2021,89.5172,25.5862,170.8621,96.7241
23 Dec 2021,80.3214,19.9643,187.2321,86.8929
24 Dec 2021,73.12,19.14,201.08,72.28
25 Dec 2021,72.5,28.25,115.5625,82.8125
26 Dec 2021,66.7692,29.2308,98.3077,63.4615
27 Dec 2021,77.7111,27.2667,142.7556,85.8889
28 Dec 2021,81.9,29.9,160.6,95.1
29 Dec 2021,82.5,30.2222,149.3333,73.8333
30 Dec 2021,86.2353,37.1176,138.1176,100.5882
31 Dec 2021,108.4444,42.8889,191,100.1111
