category,Average RTT,Minimum RTT,Maximum RTT,Median RTT
1 Dec 2021,36560.2222,22328.3889,48472.1111,38779.9444
2 Dec 2021,32056.875,20195.3438,47567.375,31586.3281
3 Dec 2021,12862.0625,6824.6667,25842.7708,13403.4375
4 Dec 2021,56469.525,30711.175,88008.125,60207.95
5 Dec 2021,88891.325,42035.45,161546.45,104423.45
6 Dec 2021,92518.7952,46134.8193,158114.7229,106179.7349
7 Dec 2021,48784.5484,30899.871,73114.5806,46016.7742
8 Dec 2021,52845.1625,33047.8,77105.875,53906.725
9 Dec 2021,48013.5862,30791.3103,72729.9655,49787.6897
10 Dec 2021,119731.7647,74396.3529,191767.6765,115695.6176
11 Dec 2021,51645.1429,34978.6429,67418.5714,51904.9286
12 Dec 2021,92590.7674,51680.9535,148897.0465,94416.5581
13 Dec 2021,55237.9302,30398.7093,93383.6977,56368.3023
14 Dec 2021,17605.1311,11218.7377,28477.0984,18010.6885
15 Dec 2021,23131.3621,13507.1379,37477.2241,23069.069
16 Dec 2021,98906.0286,58045.5143,200653,90877.6571
17 Dec 2021,143623.871,109287.4839,201028.2581,134410.871
18 Dec 2021,63712.4583,29867.0417,97321.4792,72987.4583
19 Dec 2021,54708.2,29179.0667,78395,53244.1333
20 Dec 2021,217817.8824,169535.7647,311273.8824,210433.1176
21 Dec 2021,77275.2564,53139.8718,112921.8205,82340.0256
22 Dec 2021,74769.0645,37989.6129,110806.7419,86693.7742
23 Dec 2021,49020.0545,18877.8545,105435.6909,52688.6364
24 Dec 2021,59637.92,22494.84,130846.52,54001.86
25 Dec 2021,54426.4375,30045.75,75158.5,57729.75
26 Dec 2021,46157.3846,30632.0769,59390.7692,49566.3077
27 Dec 2021,59158.1818,32887.8409,85754.5682,62008.5909
28 Dec 2021,88035.3333,44136.6667,135525.4444,98314.4444
29 Dec 2021,76127.8333,38352.9444,136074.9444,93999.3333
30 Dec 2021,63098.4118,35670.9412,112640.5294,63463.8824
31 Dec 2021,61368.3333,36536.5556,87741.2222,67284.8889
