category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Dec 2021,1458190.6111,64602.5556,2720577,1496631.1667
2 Dec 2021,2854191.0625,354743.2813,5116898.2813,2898801.2969
3 Dec 2021,4125273.1667,530956.4167,7183717.75,4242305.0417
4 Dec 2021,529581.15,56004.75,1007049.425,528306.275
5 Dec 2021,688400.65,25692.75,1240630,747796.275
6 Dec 2021,1060111.8193,139721.3133,1857473.5663,1113070.8675
7 Dec 2021,2292550.6129,288596.7419,3941126.2581,2388444.2258
8 Dec 2021,285754.1125,15013.8,490046.7625,308712.3625
9 Dec 2021,312433.3793,52707,521115.2069,318340.5517
10 Dec 2021,104491.1765,8675.2941,175952.8235,108999.7059
11 Dec 2021,859657.3571,62162.1429,1470595.7143,896354.7857
12 Dec 2021,1762000.7442,121157.6047,2863168.4651,1913753.5814
13 Dec 2021,1825560.3488,322385.3953,3194063.5349,1863164.8837
14 Dec 2021,3878554.2623,591823.1311,7006197.5246,3902309.541
15 Dec 2021,2460223.2069,349344.6552,4397163.8966,2466307.5862
16 Dec 2021,1673772.6,227042.4857,2938860.2,1698715.4857
17 Dec 2021,210195.7419,12152.8065,363040.7742,217661.0323
18 Dec 2021,888899.4375,42378,1659030.6875,911832.5625
19 Dec 2021,1157155,58599,2116586.2,1192028.2
20 Dec 2021,116155.8824,3195,185506.0588,125049.2353
21 Dec 2021,1397575.8462,124471.5128,2460340.5128,1426285.4359
22 Dec 2021,523500.9677,41043.129,924829.4839,545342.6774
23 Dec 2021,2039169.1636,250864.9455,3591473.0182,2099991.8909
24 Dec 2021,2646428.78,305808.88,4534183.96,2772532.94
25 Dec 2021,1074230.875,68701.5,1877574.75,1164128.0625
26 Dec 2021,1302361.4615,70426.3846,2235128.0769,1420543.3846
27 Dec 2021,439624.4773,59766.1818,796773.3409,457698.2045
28 Dec 2021,681188.6667,116355,1143657.8889,714098.5556
29 Dec 2021,218560.2222,9632.3333,410014.3333,224329.6667
30 Dec 2021,130539.1765,7419,228605.1176,136322.4706
31 Dec 2021,521336.7778,42215,900039.6667,550301.3333
