category,Maximum Download Bandwidth,Minimum Download Bandwidth,Maximum Upload Bandwidth,Minimum Upload Bandwidth
1 Feb 2022,60.364119454400004,13.545988364,9.40267,8.9882867272
2 Feb 2022,49.045152444799996,12.714217444800001,6.9131991112,6.326735
3 Feb 2022,46.2068200816,12.1266976328,6.1139536664000005,5.9572681664000005
4 Feb 2022,33.0280861536,14.141348308,4.1640381536,3.6469224616
5 Feb 2022,25.154104516,6.6450769032,0.7775636128,0.668670968
6 Feb 2022,10.8368978096,0.33537657120000003,0.25105619279999997,0.180844916
7 Feb 2022,14.197515720799998,3.0885914416,1.4388018184,0.712570364
8 Feb 2022,13.6493830816,3.7916772456,1.6337651144,1.4369677376
9 Feb 2022,16.9247061536,5.475562153599999,2.1576321512,1.5025560752
10 Feb 2022,17.882265352,5.284586028,1.8497726200000002,1.497748732
11 Feb 2022,21.2818635,7.2918875,3.3156931768,3.1335858824
12 Feb 2022,9.023859692,3.4611166152,1.0010055384,0.8613809231999999
13 Feb 2022,8.533804705600001,3.476766588,1.0387124704,0.915464
14 Feb 2022,32.7564219256,10.6543582224,4.640978518400001,3.6712943704
15 Feb 2022,28.465759600000002,9.94555,4.6500925712,3.4801565712
16 Feb 2022,28.5600485128,10.412830769600001,4.48609174,4.137243948
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,30.5697992944,10.813686352800001,4.4180962352,2.6397258824
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,9.2113950224,2.3569820447999996,0.9123288512000001,0.7101303832
25 Feb 2022,16.442363282400002,3.720582564,1.4721048,1.0753808
26 Feb 2022,7.246964903199999,1.0676918711999999,0.365017,0.3125807504
27 Feb 2022,7.967541960799999,2.3575364704,0.6138117552,0.5585648976
28 Feb 2022,44.68778167759999,16.504969548000002,7.0779767504,5.1235895
