category,Average SegsOut,Minimum SegsOut,Maximum SegsOut,Median SegsOut
1 Feb 2022,8670.9545,1259.2955,16729.2955,8785.6818
2 Feb 2022,7437.0694,810.0694,14832.4167,7494.7361
3 Feb 2022,7156.3878,775.2245,14149.3469,7293.6122
4 Feb 2022,6611,469.3077,13683.2308,6692.2308
5 Feb 2022,5358.4516,224.3226,12355.1613,5141.871
6 Feb 2022,2289.6429,33.9524,6061.9881,2087.2619
7 Feb 2022,3097.814,79.6279,7526.4884,3038.2093
8 Feb 2022,3075.7049,122.2459,7203.1803,3031.4918
9 Feb 2022,3602.3269,119.75,8268.2115,3557.7115
10 Feb 2022,3864.7183,191.3099,8714.4225,3806.9718
11 Feb 2022,3514.6875,196.5625,8031.875,3362.875
12 Feb 2022,1896.0385,145.3462,4080.8077,1906.7692
13 Feb 2022,1764.8235,111.5882,3940.8824,1631.7647
14 Feb 2022,6682.0185,371.2407,14011.8333,6793.1111
15 Feb 2022,5333.25,289.2,10977.925,5550.9
16 Feb 2022,5731.6667,407.0641,11645.4487,6002.9103
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,6150.1176,353.5294,12745.3824,6343.7353
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,2125.5333,108.7111,4904.5778,2005.9556
25 Feb 2022,3668.5385,188.5128,7884.7949,3671.5641
26 Feb 2022,1910.0968,58.0645,4511.2258,1856.871
27 Feb 2022,2003.7843,104.9412,4548.098,2004.5686
28 Feb 2022,8000.9032,558.3226,16562.1613,8328.1935
