category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Feb 2022,161.5227,0,227.9318,195.6818
2 Feb 2022,301.4861,61.1944,627.7778,294.6667
3 Feb 2022,138.1667,18.6667,234.5,147.4167
4 Feb 2022,437.7692,0,841.7692,435.3846
5 Feb 2022,103.5161,0,161.6452,112.7742
6 Feb 2022,5.3494,0,7.7711,6.2169
7 Feb 2022,289.8182,0,539.6818,246.0227
8 Feb 2022,119.1639,0,356.082,71.4754
9 Feb 2022,348.1698,33.1132,632.2075,354.5472
10 Feb 2022,264.8028,0,444.8169,279.3662
11 Feb 2022,389.4706,82.3529,555.7647,428.8235
12 Feb 2022,40.1538,0,54.5769,44.6538
13 Feb 2022,51.1176,0,60.7059,55.6471
14 Feb 2022,1208.0741,213.9815,2100.1852,1283.7407
15 Feb 2022,1390.2857,275.119,2423.4762,1484.1429
16 Feb 2022,206.4675,145.8571,255.9481,208.1558
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,462.5,41.1765,1213.7059,368
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,299.9149,11.5106,566.1489,319.1064
25 Feb 2022,219.7,74.025,400,216.225
26 Feb 2022,200.625,0,582.5313,252.9375
27 Feb 2022,59.2245,0,144.8367,16.6735
28 Feb 2022,604.75,98.5938,1210.9063,724.4375
