category,Average NotsentBytes,Minimum NotsentBytes,Maximum NotsentBytes,Median NotsentBytes
1 Feb 2022,1683832.5455,871954.8636,2183061.6364,1810374.8636
2 Feb 2022,1506295.5139,707020.4444,1934828.2222,1566912.4444
3 Feb 2022,1229109.3469,660493.5918,1593467.551,1321381.898
4 Feb 2022,1495697.3846,576328.7692,2191448.6154,1645500.7692
5 Feb 2022,1286826.4194,251285.0323,2051974.0645,1548585.7097
6 Feb 2022,1420418.5833,87639,2559803.7024,1807940.5952
7 Feb 2022,1606945.5581,186292.4651,2658255.8605,1829124.2791
8 Feb 2022,1680654.3443,284923.2787,2671349.8033,1931455.377
9 Feb 2022,1781133.4423,268733.4615,2712666.0769,2122881.5
10 Feb 2022,1396363.9155,293517.0986,2070272.2817,1604146.6056
11 Feb 2022,1089313.875,294972.625,1565583.25,1185744
12 Feb 2022,425342.5,161898,595049.7692,451380.4231
13 Feb 2022,338939.5294,154971.8824,467512.9412,356695.0588
14 Feb 2022,2204848.1667,658746.037,2866204.4074,2445564.2778
15 Feb 2022,1859289.65,511816.4,2377956.7,2116033.425
16 Feb 2022,1990612.1538,733187.9231,2506686.5897,2218631.9744
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,2264272.2353,626264.8235,2932747.0588,2520850.9412
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,1084542.9556,250094.3111,1595629.2889,1318571.9333
25 Feb 2022,1532646.1282,371528.2051,2099737.5897,1799858.641
26 Feb 2022,913803.3548,129009.0968,1331078.7097,1129140.9032
27 Feb 2022,728717.2353,169989.6863,1057676.2353,848439.1176
28 Feb 2022,2730373.4516,1053472.129,3465195.2258,3046567.5484
