category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Feb 2022,8661.4318,1256.2273,16713.75,8775.6818
2 Feb 2022,7427.9306,806.9306,14817.6389,7484.9028
3 Feb 2022,7146.7347,772.0204,14133.2857,7283.4694
4 Feb 2022,6601.6154,466.3077,13668,6682.1538
5 Feb 2022,5348.9032,220.871,12339.0645,5132.2258
6 Feb 2022,2282.6905,30.7024,6050.2143,2080.4048
7 Feb 2022,3090.4419,76.4186,7513.7674,3030.814
8 Feb 2022,3068.5902,119.0656,7191.459,3024.0984
9 Feb 2022,3595.1538,116.5577,8255.9231,3550.4615
10 Feb 2022,3856.3662,188.0563,8700.662,3798.4789
11 Feb 2022,3507.25,193.5,8019.875,3354.875
12 Feb 2022,1888.6538,142.1538,4069.0385,1899.1538
13 Feb 2022,1758.2941,108.2941,3930.8235,1624.8824
14 Feb 2022,6673.9444,368.1481,13998.9259,6784.5185
15 Feb 2022,5325.975,286.1,10966.375,5543.4
16 Feb 2022,5724.1923,403.9487,11633.6154,5994.8205
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,6142.7941,350.6176,12733.4412,6336.1176
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,2118.7556,105.5111,4893.7556,1998.9556
25 Feb 2022,3662,185.4615,7874.3077,3664.6923
26 Feb 2022,1903.1935,54.8387,4500.3548,1849.7097
27 Feb 2022,1996.4118,101.6863,4536.2549,1996.7843
28 Feb 2022,7993.3548,555.2581,16550.5806,8319.9677
