category,Average PMTU,Minimum PMTU,Maximum PMTU,Median PMTU
1 Feb 2022,1500,1500,1500,1500
2 Feb 2022,1500,1500,1500,1500
3 Feb 2022,1500,1500,1500,1500
4 Feb 2022,1500,1500,1500,1500
5 Feb 2022,1500,1500,1500,1500
6 Feb 2022,1500,1500,1500,1500
7 Feb 2022,1500,1500,1500,1500
8 Feb 2022,1500,1500,1500,1500
9 Feb 2022,1500,1500,1500,1500
10 Feb 2022,1500,1500,1500,1500
11 Feb 2022,1500,1500,1500,1500
12 Feb 2022,1500,1500,1500,1500
13 Feb 2022,1500,1500,1500,1500
14 Feb 2022,1500,1500,1500,1500
15 Feb 2022,1500,1500,1500,1500
16 Feb 2022,1500,1500,1500,1500
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,1500,1500,1500,1500
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,1500,1500,1500,1500
25 Feb 2022,1500,1500,1500,1500
26 Feb 2022,1500,1500,1500,1500
27 Feb 2022,1500,1500,1500,1500
28 Feb 2022,1500,1500,1500,1500
