category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Feb 2022,324246.4545,260363.6364,470272.7273,327454.5455
2 Feb 2022,276861.6111,220222.2222,463888.8889,277972.2222
3 Feb 2022,309168.6327,244816.3265,466285.7143,330081.6327
4 Feb 2022,320663.2308,228615.3846,643692.3077,292153.8462
5 Feb 2022,446611.0645,316903.2258,781548.3871,459161.2903
6 Feb 2022,734222.2619,496619.0476,1200714.2857,817071.4286
7 Feb 2022,687911.6977,469302.3256,1123906.9767,791023.2558
8 Feb 2022,661755.5574,439475.4098,1071213.1148,788819.6721
9 Feb 2022,592808,408384.6154,949153.8462,688769.2308
10 Feb 2022,464353.6197,329971.831,729352.1127,521633.8028
11 Feb 2022,389412.125,247750,617250,383875
12 Feb 2022,363751,263692.3077,510923.0769,362153.8462
13 Feb 2022,328311.5294,242823.5294,503529.4118,315176.4706
14 Feb 2022,346835.8333,250666.6667,559111.1111,358925.9259
15 Feb 2022,373554.1,272400,614400,365500
16 Feb 2022,406951.4615,289897.4359,657897.4359,381410.2564
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,413936.2353,266823.5294,860352.9412,409941.1765
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,546175.6,355111.1111,941688.8889,513644.4444
25 Feb 2022,487024.9231,324000,786051.2821,469948.7179
26 Feb 2022,577076.5484,380774.1935,883612.9032,610645.1613
27 Feb 2022,537153.902,360862.7451,833019.6078,511333.3333
28 Feb 2022,278366.0645,220129.0323,466709.6774,271419.3548
