category,Average BytesRetrans,Minimum BytesRetrans,Maximum BytesRetrans,Median BytesRetrans
1 Feb 2022,621795.0682,44703.1364,1277228.1818,636660.3409
2 Feb 2022,442558.4167,23457.9444,903677.9167,439942.2222
3 Feb 2022,394005.2857,29657.1429,751724.6531,412043.1633
4 Feb 2022,147672.5385,7311,303975.4615,154683.1538
5 Feb 2022,23110.8065,2373.871,60627.871,17566.6452
6 Feb 2022,24296.0357,0,86347.0714,9316.5
7 Feb 2022,59835.0698,1374.5116,154398.4651,49244.2558
8 Feb 2022,40977.1967,763.1967,115108.3443,30739.7705
9 Feb 2022,114997.1538,626.0577,346606.25,102648.5
10 Feb 2022,128885.9014,117.4366,292576.5915,135855.0423
11 Feb 2022,13525.9375,350,50525.25,10645.125
12 Feb 2022,4116.8846,154.3846,11475.9231,2984.7692
13 Feb 2022,2127.6471,0,5194.5882,2046.3529
14 Feb 2022,431016.1296,19302.1852,1001617.8519,395269.5556
15 Feb 2022,382065.075,20752.4,872353.75,382703.675
16 Feb 2022,358668.6923,269.4872,844662.9231,384671.8077
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,345493.1176,631.0882,841485.8529,321396.8235
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,47887.7778,2458.5556,122395.4444,32282.8
25 Feb 2022,107691.3333,71.7949,246869.2821,104108.2051
26 Feb 2022,7982.4516,0,22303.1613,7482.9032
27 Feb 2022,7548.7647,26.2353,21155.6863,7112.7451
28 Feb 2022,520887.129,7494.7419,1230036.2903,563757.1935
