category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Feb 2022,29753.3636,4738.6364,55101.0227,30447.5227
2 Feb 2022,29439.1667,4726.1389,54323.0139,29920.8056
3 Feb 2022,29731.7917,4744.375,54798.75,30529.6667
4 Feb 2022,28485.6923,4741.4615,52546.8462,29132.6923
5 Feb 2022,29334.2581,4711.3871,54783.4839,30009.3871
6 Feb 2022,28504.3253,4625.5783,53720.1205,28876.1687
7 Feb 2022,28088.9773,4669.7727,52556.5455,28143.1818
8 Feb 2022,28828.3934,4677.5246,53757.3607,29557.4098
9 Feb 2022,28741.0377,4613.3774,53491.9623,29315.434
10 Feb 2022,28619.3521,4577.1408,53203.5775,29223.2113
11 Feb 2022,27439.9412,4721.3529,50314.4706,28002.1176
12 Feb 2022,29220.8462,4749.2308,54173.0769,29727.5
13 Feb 2022,29931.9412,4512.1176,55665.8824,30483.3529
14 Feb 2022,29470.2407,4734.5556,54571.4259,30080.6481
15 Feb 2022,29790.3095,4713.7143,54806.6429,29924.0714
16 Feb 2022,29085.5844,4738.6364,53749.8312,29620.974
17 Feb 2022,0,0,0,0
18 Feb 2022,0,0,0,0
19 Feb 2022,0,0,0,0
20 Feb 2022,0,0,0,0
21 Feb 2022,27725.9412,4727.2941,50969.3824,28343.3824
22 Feb 2022,0,0,0,0
23 Feb 2022,0,0,0,0
24 Feb 2022,28870.9574,4696.8298,53500.1277,29614.1915
25 Feb 2022,29036.475,4696.4,53959.65,29197.25
26 Feb 2022,28123.1875,4668.625,52995.4375,28787.0625
27 Feb 2022,29642.9796,4715.7755,55492.6939,30342.2653
28 Feb 2022,29831.125,4744.375,55349.0313,30680.125
