category,Average BytesAcked,Minimum BytesAcked,Maximum BytesAcked,Median BytesAcked
1 Jun 2022,28476.5698,4713.3721,52702.1744,28893.8488
2 Jun 2022,29713.1111,4732.75,55093.4583,30189.3056
3 Jun 2022,30326.4828,4716.2069,56100.7069,30888.4138
4 Jun 2022,29136.4348,4731.6522,54013.0435,29711.6957
5 Jun 2022,28826.5526,4747.3684,53581.6316,29264
6 Jun 2022,29303.2,4673.16,54324.54,29850.08
7 Jun 2022,28905.65,4699.925,53434.275,29401.25
8 Jun 2022,29333.6491,4690.6667,54578.9123,29658.4386
9 Jun 2022,29308.3023,4708.6744,54224.3837,30068.8372
10 Jun 2022,28886.4615,4738.5769,53219.4038,29360.0577
11 Jun 2022,28846.4478,4703.7313,53361.9403,29393.4179
12 Jun 2022,29590,4715.2692,54794.4808,30130.6346
13 Jun 2022,29375.5976,4740.7561,54556.6585,29749.3537
14 Jun 2022,29641.5172,4713.8851,54915.2414,30269.931
15 Jun 2022,28871.7674,4673.4419,53241.6512,29277.3023
16 Jun 2022,29584.268,4724.6804,54753.7629,30104.0619
17 Jun 2022,27812,4758,51728,28208
18 Jun 2022,0,0,0,0
19 Jun 2022,0,0,0,0
20 Jun 2022,0,0,0,0
21 Jun 2022,0,0,0,0
22 Jun 2022,0,0,0,0
23 Jun 2022,0,0,0,0
24 Jun 2022,0,0,0,0
25 Jun 2022,0,0,0,0
26 Jun 2022,0,0,0,0
27 Jun 2022,0,0,0,0
28 Jun 2022,0,0,0,0
29 Jun 2022,0,0,0,0
30 Jun 2022,0,0,0,0
