category,Average BytesSent,Minimum BytesSent,Maximum BytesSent,Median BytesSent
1 Nov 2022,30293.4286,4757,55844.0714,31052.6429
2 Nov 2022,30376.6957,5687.7826,55925.6522,30460.913
3 Nov 2022,29229.4545,4757,53772.2273,29753.7273
4 Nov 2022,29970.9,4917.85,55282.4,30784.75
5 Nov 2022,33511.8,6738.4,60125.2,34420.8
6 Nov 2022,34847,6487,62644.6154,35738.0769
7 Nov 2022,29215.8462,4976.6923,53379.5385,29765.6154
8 Nov 2022,29121.15,4784.1,53543.65,29732.2
9 Nov 2022,30685.1923,4942.9423,56505.9615,31356.9038
10 Nov 2022,29497.0769,4772.6346,54286.1923,30028.9038
11 Nov 2022,30124.125,4757,55378.6563,30747.5938
12 Nov 2022,29877.2143,4795.6429,54993.7857,30645.6429
13 Nov 2022,30593.5714,4824.1071,56466.0714,31108.9643
14 Nov 2022,29350.3243,4851.2703,53918.4324,29944.3243
15 Nov 2022,29890.6582,4896.1266,54809.038,30627.1266
16 Nov 2022,30017.5217,4762.8913,55452.8696,30465.6957
17 Nov 2022,29893.4231,4822.3462,55034.8846,30470.9231
18 Nov 2022,29031.5556,4757,53485.1111,29142.2222
19 Nov 2022,30512.1667,4787.1111,56332.1667,31037.5
20 Nov 2022,29169.5,4897.0625,53490.0625,29733.75
21 Nov 2022,31403.1053,4855.4211,58132.4211,32033.6842
22 Nov 2022,30463.7059,5024.9412,55922.6471,31158.8235
23 Nov 2022,30386.4231,4757,56210.4615,30882.1923
24 Nov 2022,29000.7143,4776.3571,53594.1429,29508.5714
25 Nov 2022,30363.4,4780.2286,56015.0286,30918.2
26 Nov 2022,0,0,0,0
27 Nov 2022,30508.8333,4757,56390.7222,31068.3889
28 Nov 2022,30176.0732,4763.6098,55664.5854,30661.7805
29 Nov 2022,28946.6216,4863.4865,53699.5946,29233.8919
30 Nov 2022,30591.5556,5411.8,55652.1778,31300.9111
