category,Average BytesReceived,Minimum BytesReceived,Maximum BytesReceived,Median BytesReceived
1 Nov 2022,5375418.5714,149145.4286,10203219,5650594.2857
2 Nov 2022,1283378.7391,28056.1304,2234618.2174,1329408.913
3 Nov 2022,3082343.5,57219.5455,5449569,3188655.5455
4 Nov 2022,1058748.45,84125.4,1805085.6,1081951.5
5 Nov 2022,944037.6,100956.6,1553687.4,975796.8
6 Nov 2022,944030.2308,166020.2308,1539390.3846,963074.9231
7 Nov 2022,1635344.8462,80247.7692,2716670.2308,1704984.5385
8 Nov 2022,4919107.2,295328.9,8627486.15,5187024.4
9 Nov 2022,2781022.4038,40134,5183046.8462,2900779.7692
10 Nov 2022,3071080,44838,5923537.5385,3198172.5385
11 Nov 2022,1994871.9688,35545.75,3858068.125,2027684.5
12 Nov 2022,5918592.0714,178472.5714,11337539.1429,6077075.3571
13 Nov 2022,967436,118587,1558540.4286,998077.9643
14 Nov 2022,5865756.1892,304273.2703,11273914.973,6271303.4054
15 Nov 2022,3373107.4557,236409.3165,6230396.6076,3615797.5063
16 Nov 2022,2947100.5217,73608.2609,5391007.8043,3031257.3696
17 Nov 2022,3400698.7308,27795.4615,6194389.3846,3726441.2308
18 Nov 2022,2717881.7778,45923.6667,4665774.3333,2967089
19 Nov 2022,3905387.4444,71938,7128292.3333,4263360.8333
20 Nov 2022,5817951.25,111907.125,11324454,5886183.75
21 Nov 2022,6877867.8421,662941.4211,11765107.9474,7062579.3158
22 Nov 2022,2824381.4118,113523.3529,4858593.8235,2978190.8824
23 Nov 2022,2208052,93980.7692,3799757.0769,2353689.3462
24 Nov 2022,1714689.5,135277.2857,3193507.8571,1726379.6429
25 Nov 2022,2739135.2286,35510.0857,4962751.9714,3006024.7714
26 Nov 2022,0,0,0,0
27 Nov 2022,10054114.2778,204050.3333,20224900.3333,10333884
28 Nov 2022,5263324.2439,224948.122,9612814.9024,5431433.7805
29 Nov 2022,2983372.5405,71714.027,5550454.9459,3137864.5946
30 Nov 2022,2269801.9111,101108.4222,4237760.2889,2300602.3111
