category,Average RTO,Minimum RTO,Maximum RTO,Median RTO
1 Nov 2022,317540.2143,307428.5714,348285.7143,315571.4286
2 Nov 2022,333173.3913,278956.5217,443826.087,348347.8261
3 Nov 2022,319149.6818,312909.0909,328363.6364,320181.8182
4 Nov 2022,404221.2,260000,587400,397400
5 Nov 2022,249112.2,232800,264800,248800
6 Nov 2022,247295.2308,232615.3846,292307.6923,246769.2308
7 Nov 2022,588967,498153.8462,924615.3846,600461.5385
8 Nov 2022,354640.65,293800,550200,334800
9 Nov 2022,444837.6538,327461.5385,725076.9231,482076.9231
10 Nov 2022,388098.0962,320923.0769,529384.6154,364576.9231
11 Nov 2022,371979.5313,309625,455125,397875
12 Nov 2022,295067.2857,288857.1429,300285.7143,295571.4286
13 Nov 2022,256941.1429,236714.2857,289142.8571,256000
14 Nov 2022,370788,313729.7297,508648.6486,359945.9459
15 Nov 2022,560549.7595,340253.1646,821063.2911,625341.7722
16 Nov 2022,481339.9565,328260.8696,870434.7826,411521.7391
17 Nov 2022,352753.5,298461.5385,424615.3846,368153.8462
18 Nov 2022,923012.7778,472444.4444,1424888.8889,992444.4444
19 Nov 2022,375586,289555.5556,516444.4444,382666.6667
20 Nov 2022,432871.6875,318750,633750,398625
21 Nov 2022,343571.4737,256000,514315.7895,359263.1579
22 Nov 2022,337596.8235,278352.9412,424000,328941.1765
23 Nov 2022,279361,248461.5385,337538.4615,278615.3846
24 Nov 2022,327367.7857,259428.5714,532857.1429,346000
25 Nov 2022,367889.1429,296800,531314.2857,384514.2857
26 Nov 2022,0,0,0,0
27 Nov 2022,409429,227555.5556,665777.7778,405666.6667
28 Nov 2022,253924.6098,239902.439,273073.1707,258536.5854
29 Nov 2022,415009.2432,344000,612000,430000
30 Nov 2022,295373.5556,262933.3333,375288.8889,276577.7778
