category,Average Delivered,Minimum Delivered,Maximum Delivered,Median Delivered
1 Nov 2022,5440.2143,63.0714,12520.6429,5273.4286
2 Nov 2022,3098.7727,43.6364,6729.9091,3305.1364
3 Nov 2022,8058.4091,35.8182,17944.0909,8320.6364
4 Nov 2022,4107.25,124.95,8998.25,4168.55
5 Nov 2022,400.2,63.6,793.6,446.4
6 Nov 2022,340.3077,36.2308,658.4615,394.2308
7 Nov 2022,2495.5,71.6667,5120.25,2856.9167
8 Nov 2022,7583.05,118.7,15963.95,8130.6
9 Nov 2022,7344.5962,39.8462,16092.75,7519.4423
10 Nov 2022,8213.7885,44.1731,17871.4615,8464.8462
11 Nov 2022,8698.1212,65.7273,18539.6364,8877.0606
12 Nov 2022,8756.5,217.9286,17737.3571,9040.3571
13 Nov 2022,565.8214,103.9643,1068.2857,593.6429
14 Nov 2022,8233.1579,121.8947,17106.2368,8559.3947
15 Nov 2022,5277.9487,80.8462,11415.0128,5480.7949
16 Nov 2022,7239.8043,57.1087,15783.413,7348.2174
17 Nov 2022,7685.8077,78.2308,16471.9615,8117.9615
18 Nov 2022,5443,108.5556,11377.7778,5621.8889
19 Nov 2022,3871.8333,157.9444,8727.1667,3744
20 Nov 2022,9621,65.1875,20733.875,10307.375
21 Nov 2022,7370.9474,207.8421,15566.6842,7443.5263
22 Nov 2022,7073.5882,430.4706,15124.3529,7017.3529
23 Nov 2022,5879.4615,281.2308,12361.6538,5919.9615
24 Nov 2022,6588,188.8333,14969.9167,6202.9167
25 Nov 2022,8329,107.5429,17894.6286,8521.9143
26 Nov 2022,0,0,0,0
27 Nov 2022,8510.4444,302.1667,18039.7778,8511.0556
28 Nov 2022,11793.2927,371.7073,24390.4878,12071.6585
29 Nov 2022,7401.75,86.1667,15567.7222,7569.8889
30 Nov 2022,3578.5778,105.6222,8124.5556,3530.9556
