category,Average DataSegsIn,Minimum DataSegsIn,Maximum DataSegsIn,Median DataSegsIn
1 Nov 2022,9.4286,3,17.1429,9.6429
2 Nov 2022,6.7727,3,11.5455,7
3 Nov 2022,10.0909,3,18.7727,10.3636
4 Nov 2022,8.05,3,14.75,8.45
5 Nov 2022,5.2,3,8,5.2
6 Nov 2022,4.8462,3,7,5.0769
7 Nov 2022,6.75,3,11.25,7.1667
8 Nov 2022,9.65,3,17.35,10.1
9 Nov 2022,9.6538,3.0577,17.7308,9.9038
10 Nov 2022,10.4231,3.0769,19,10.7692
11 Nov 2022,10.3636,3,19,10.4848
12 Nov 2022,9.4286,3,17,9.5714
13 Nov 2022,6.0714,3,9.8571,6.0714
14 Nov 2022,10,3,18.2632,10.2632
15 Nov 2022,8.8718,3.1026,15.7308,9.2436
16 Nov 2022,9.3261,3.0217,17.1087,9.5652
17 Nov 2022,10.1538,3,18.8462,10.7308
18 Nov 2022,7.5556,3,13.2222,7.8889
19 Nov 2022,9.3333,3.1667,16.6111,9.5556
20 Nov 2022,11.0625,3,20.6875,11.8125
21 Nov 2022,10.7368,3.0526,19.6316,11.1053
22 Nov 2022,10.8235,3.1176,19.9412,11.2941
23 Nov 2022,10.5385,3,19.1154,10.9615
24 Nov 2022,11.8333,3.0833,21.75,12.1667
25 Nov 2022,10.2,3.0286,18.7143,10.5714
26 Nov 2022,0,0,0,0
27 Nov 2022,12.9444,3,23.7222,13.6111
28 Nov 2022,13.1707,3,24.0976,13.6341
29 Nov 2022,9.5556,3,17.1944,9.7222
30 Nov 2022,7.1333,3,12.4222,7.4444
