category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Nov 2022,6017.5,107.5714,13320.2857,5955
2 Nov 2022,3606.0909,89.1818,7609.5909,3857.2727
3 Nov 2022,9312.2727,74.7727,19876.2727,9810
4 Nov 2022,4397.1,177.9,9541.7,4437.9
5 Nov 2022,504.2,106.2,943.6,566.4
6 Nov 2022,449.7692,67.5385,823.1538,526.6923
7 Nov 2022,3038.5,102.5833,5862.5833,3546
8 Nov 2022,8897.4,199,17799.7,9664.1
9 Nov 2022,9064.4615,80.2115,18664.3462,9509.4615
10 Nov 2022,10169.4423,89.8077,20826.0962,10665.5962
11 Nov 2022,10645.1212,131.7273,21297.6667,11075.3333
12 Nov 2022,11029.9286,397.2143,20805.3571,11432
13 Nov 2022,664.3571,146.8929,1220.1071,701.1786
14 Nov 2022,9830.6579,162.6053,19505.3684,10363.0526
15 Nov 2022,6472.0256,120.4744,13217.7692,6820.1538
16 Nov 2022,8935.0652,112.8043,18270.0217,9216.087
17 Nov 2022,9212.6923,145.0769,18693.2308,9833.5
18 Nov 2022,6440.7778,165,12784.5556,6743.6667
19 Nov 2022,4155.0556,201.2222,9142.3333,4072.3333
20 Nov 2022,11713.5,132,23897.6875,12776.5
21 Nov 2022,8143.3684,252.5263,17004.7368,8252.1579
22 Nov 2022,7401.2353,524.1176,15620.8235,7360.4706
23 Nov 2022,6061.7308,361.0769,12568.5,6123.7308
24 Nov 2022,6845.9167,247.3333,15409.3333,6471.8333
25 Nov 2022,10428.6,196.9143,21062.6857,10917.0286
26 Nov 2022,0,0,0,0
27 Nov 2022,8674.4444,403.3333,18190.9444,8675.1667
28 Nov 2022,12576.9268,465.4634,25560.7561,12920.0488
29 Nov 2022,9354.8611,155.9167,18382.8056,9677.8333
30 Nov 2022,4302.0667,167.3333,9226.4222,4332.6444
