category,Average DeliveryRate,Minimum DeliveryRate,Maximum DeliveryRate,Median DeliveryRate
1 Nov 2022,1643124.2143,179334,2743726.7143,1693045.7857
2 Nov 2022,934946.6364,178356.2727,1719491.9545,1117535.8636
3 Nov 2022,2428166.3182,185868.4545,4096252.5455,2674400.0455
4 Nov 2022,1323268.9,297759.65,2451338.25,1743873.35
5 Nov 2022,237771.2,72021.4,733448.2,83782.2
6 Nov 2022,192180.6154,61302.1538,550685.8462,78409.5385
7 Nov 2022,744461.1667,116820.8333,1628733.9167,783382.8333
8 Nov 2022,2235368.65,343916,4261414,2305204.05
9 Nov 2022,2238511.5,227669.5577,4047643.5769,2329888.8654
10 Nov 2022,2437736.4615,236967.2885,4411868.8269,2613459.3654
11 Nov 2022,2550611.4848,408956.6364,4477145.6364,2691608.2727
12 Nov 2022,2690376.7857,1065760.4286,5363042.6429,2552663.0714
13 Nov 2022,218634.0714,91165.8571,674163.7857,125612.0714
14 Nov 2022,2462380.1053,394455.1316,4440638.9737,2628756
15 Nov 2022,1665753.1795,228599.0641,3457067.2692,1689949
16 Nov 2022,2219698.4348,332399.8043,3856948.8696,2433392.5652
17 Nov 2022,2291438.3846,355430.8077,4077324.8462,2404426.7692
18 Nov 2022,1598344.4444,248975.7778,2623523,1895497.5556
19 Nov 2022,1199449.2222,326411.8333,2011737.5,1239787.6111
20 Nov 2022,2897939.6875,399322.125,6194885.4375,2900931.375
21 Nov 2022,2246441.3158,385783,3878717.5263,2649880.2632
22 Nov 2022,2356253.1176,414667.8824,4665024.6471,2342394.9412
23 Nov 2022,1666029.6538,618204.7308,2721001.4615,1723550.3846
24 Nov 2022,2134121.0833,579569.75,4026767.25,2153347.75
25 Nov 2022,2504842.4286,493730.9429,4813486.3714,2559313.1429
26 Nov 2022,0,0,0,0
27 Nov 2022,2396674.4444,972144.7778,4359239.9444,2633681.2778
28 Nov 2022,3211815.9268,1002088.6098,5478480.6585,3057616.9024
29 Nov 2022,2229200.3333,416566.75,4362268.8611,2295716.0278
30 Nov 2022,1157547.8667,128043.6444,2341435.6889,1195544.4889
