category,Average DataSegsOut,Minimum DataSegsOut,Maximum DataSegsOut,Median DataSegsOut
1 Nov 2022,48.5714,5,92.0714,49.8571
2 Nov 2022,48.3478,5.6957,90.9565,48.8261
3 Nov 2022,46.8182,5,88.6364,47.7273
4 Nov 2022,48.65,5.15,91.55,50.05
5 Nov 2022,51.6,6.6,96.8,53
6 Nov 2022,52.9231,6.3846,98.6154,54.2308
7 Nov 2022,46.5385,5.1538,87.0769,47.5385
8 Nov 2022,46.95,5.1,88.8,48
9 Nov 2022,49.0962,5.2692,92.9231,50.0962
10 Nov 2022,47.4038,5.0577,89.7692,48.4038
11 Nov 2022,48.4375,5,91.5313,49.5
12 Nov 2022,48.0714,5.0714,90.8571,49.3571
13 Nov 2022,49.3214,5.0714,92.8929,50.1429
14 Nov 2022,47.5135,5.1081,89.7838,48.6486
15 Nov 2022,48.557,5.1519,90.962,49.9873
16 Nov 2022,48.1957,5.0217,91.2174,49.087
17 Nov 2022,48.4231,5.0769,91.5385,49.5
18 Nov 2022,46.3333,5,87.7778,46.5556
19 Nov 2022,49.8889,5.1111,94,50.8333
20 Nov 2022,46.6875,5.25,87.875,47.8125
21 Nov 2022,51.5263,5.1579,97.4737,52.7895
22 Nov 2022,49.6471,5.2353,93.5294,51.1765
23 Nov 2022,49.1154,5,93.2692,50
24 Nov 2022,47.1429,5.0714,89.0714,48.1429
25 Nov 2022,48.8857,5.0857,92.6,49.7714
26 Nov 2022,0,0,0,0
27 Nov 2022,49.9444,5,94.2778,51.1667
28 Nov 2022,48.9512,5.0244,92.5854,49.9268
29 Nov 2022,46.4865,5.1622,87.8378,47.1622
30 Nov 2022,48.4667,5.5778,91.0222,49.7333
