category,Average SegsOut,Minimum SegsOut,Maximum SegsOut,Median SegsOut
1 Nov 2022,1493.5714,87.6429,2667.3571,1566.2857
2 Nov 2022,523.6957,23.0435,883.7391,546.3913
3 Nov 2022,946.1818,39,1542.4091,979.5
4 Nov 2022,443.35,54.85,744.85,456.25
5 Nov 2022,479.2,61.8,778.8,502.4
6 Nov 2022,479.6154,94.6923,772.2308,492.3846
7 Nov 2022,597.7692,52.9231,976.9231,618.9231
8 Nov 2022,1577.45,115.1,2675.65,1652.6
9 Nov 2022,906.7115,29.9808,1609.5,942.7885
10 Nov 2022,971.2115,29.1346,1790.9231,1007.75
11 Nov 2022,627.9063,26.9375,1160.25,640.0313
12 Nov 2022,1772.1429,95.5714,3234.3571,1818.1429
13 Nov 2022,459.1429,68.7857,741.9643,474.75
14 Nov 2022,1854.3514,119.1892,3366.8919,1987.4324
15 Nov 2022,1051.4937,98.7722,1848.8228,1123.7848
16 Nov 2022,939.9565,45.9565,1656.8043,966.587
17 Nov 2022,1022.5385,22.8846,1804.6154,1099.3462
18 Nov 2022,909.5556,34.7778,1458.5556,982.2222
19 Nov 2022,1270.7778,44.8333,2255.2778,1380.8889
20 Nov 2022,1615.375,73,2868.6875,1658.125
21 Nov 2022,2066.3684,237.3158,3462.5789,2128.4211
22 Nov 2022,864.3529,62.2353,1431.4118,909.6471
23 Nov 2022,812.7692,61.6923,1382.7692,861.5385
24 Nov 2022,688.2857,87.8571,1222.7857,700.8571
25 Nov 2022,870.6571,26.4,1512.0286,945.8
26 Nov 2022,0,0,0,0
27 Nov 2022,3066.2778,107,6110,3147.3889
28 Nov 2022,1675.9512,105.8293,3023.0244,1729.0488
29 Nov 2022,939.2162,44.027,1708.2703,980.5135
30 Nov 2022,811.1778,61.1556,1441.6,822.4
