category,Average SegsIn,Minimum SegsIn,Maximum SegsIn,Median SegsIn
1 Nov 2022,2440.0714,60.8571,5542.6429,2359.7857
2 Nov 2022,1408.6364,38.8636,3019.1818,1498.9091
3 Nov 2022,3389.5909,35.1818,7486,3500.1818
4 Nov 2022,1859.05,87.75,3963.85,1897.6
5 Nov 2022,301,56.2,561.6,346.6
6 Nov 2022,245.6154,32.7692,460.2308,288.8462
7 Nov 2022,1095.1667,59.25,2264.4167,1231.5
8 Nov 2022,3004.8,87.15,6520.05,3137.85
9 Nov 2022,3566.9038,31.6154,7881.1154,3603.2308
10 Nov 2022,4128.8654,28.3462,9037.3269,4211.5962
11 Nov 2022,4642.6061,51.5758,10018.1515,4670.2121
12 Nov 2022,5374,134.1429,10871.8571,5489.2857
13 Nov 2022,388.5714,86.0714,704.9286,412.7857
14 Nov 2022,4303.3684,72.1316,9088.1579,4417.6316
15 Nov 2022,2864.2179,52.2692,6216.3462,2952.4872
16 Nov 2022,4125.5435,41.3043,8825.6087,4190.8261
17 Nov 2022,4140.3077,60.3462,8692.2692,4367.7308
18 Nov 2022,2963.4444,80.8889,6123.8889,3068.4444
19 Nov 2022,1616.5,83.5556,3584.0556,1583.6111
20 Nov 2022,4319.1875,62.9375,9105.1875,4647.75
21 Nov 2022,3219.5263,120.8947,6843.2105,3210.1053
22 Nov 2022,2964.6471,251,6236.7647,2969.7647
23 Nov 2022,1897.6538,120.8462,3956.6923,1913.2308
24 Nov 2022,2281,93.5833,5017.6667,2186.5833
25 Nov 2022,4173.6857,86.4,9049.4571,4234.1714
26 Nov 2022,0,0,0,0
27 Nov 2022,2674.0556,117.8889,5675.9444,2663.6111
28 Nov 2022,4469.9024,150.5122,9294.122,4582.6829
29 Nov 2022,4374.5,62.8333,9059.4444,4490.75
30 Nov 2022,1779.6222,58.7333,3997.4222,1763.2889
