category,Average ATO,Minimum ATO,Maximum ATO,Median ATO
1 Nov 2022,40468.1429,40000,52857.1429,40000
2 Nov 2022,42347.5652,40000,68869.5652,42608.6957
3 Nov 2022,42422.5455,40000,66909.0909,47818.1818
4 Nov 2022,43901.85,40000,73000,41500
5 Nov 2022,42142.4,40000,66400,41600
6 Nov 2022,41718.4615,40000,60307.6923,40923.0769
7 Nov 2022,45469.0769,40000,80615.3846,49692.3077
8 Nov 2022,42622.95,40000,69400,43000
9 Nov 2022,47339.9231,40000,88000,45730.7692
10 Nov 2022,45183.1538,40000,78076.9231,46692.3077
11 Nov 2022,48360.5625,40000,93250,48187.5
12 Nov 2022,40653.3571,40000,54285.7143,40571.4286
13 Nov 2022,42504.4643,40000,71571.4286,41714.2857
14 Nov 2022,43751.3514,40000,77729.7297,43297.2973
15 Nov 2022,43758.9367,40000,68860.7595,42101.2658
16 Nov 2022,45305.8913,40000,83739.1304,45869.5652
17 Nov 2022,45695.6923,40000,81076.9231,43461.5385
18 Nov 2022,42213.1111,40000,73333.3333,40666.6667
19 Nov 2022,45358.8333,40000,74666.6667,40666.6667
20 Nov 2022,40382.5625,40000,51000,42500
21 Nov 2022,47730.5789,40000,104000,55473.6842
22 Nov 2022,45553.8824,40000,97411.7647,48117.6471
23 Nov 2022,42584.4615,40000,70769.2308,42769.2308
24 Nov 2022,42396.2857,40000,79428.5714,45142.8571
25 Nov 2022,44314.6857,40000,78628.5714,44857.1429
26 Nov 2022,0,0,0,0
27 Nov 2022,40000,40000,40000,40000
28 Nov 2022,41416.1707,40000,59414.6341,41365.8537
29 Nov 2022,44203.8108,40000,65621.6216,44270.2703
30 Nov 2022,43576.0222,40000,71822.2222,44133.3333
